gene_symbol,n_total_variants,n_pathogenic,n_likely_pathogenic,n_benign,n_likely_benign,n_vus,pathogenic_fraction,benign_fraction,clinical_actionability
SUBSET OF 44 GENES: AVPR2:L1CAM:MECP2:NAA10,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 414 GENES: FGF12:PAK2:TP63,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 378 GENES: FGF12:PAK2,2,2,0,0,0,0,1.0,0.0,low
LOC129929053,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1128 GENES: ABCD1:ACSL4:AFF2:ALG13:AVPR2:BCAP31:BTK:CCNQ:CD40LG:CHRDL1:COL4A5:CUL4B:DCX:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GLA:GPC3:GRIA3:HPRT1:IDS:IKBKG:L1CAM:LAMP2:MECP2:MTM1:NAA10:NSDHL:OCRL:PAK3:PHF6:PLP1:PRPS1:RAB39B:SH2D1A:SLC6A8:SLC9A6:SOX3:STAG2:TIMM8A:TMLHE:UBE2A:UPF3B:XIAP:ZDHHC9:ZIC3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 12 GENES: BTK:GLA:TIMM8A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 277 GENES: SOX10:TNRC6B,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 177 GENES: CHD7,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 66 GENES: SRY,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 267 GENES: MAGEL2:SNURF:UBE3A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 612 GENES: BRPF1:ITPR1:SETD5:SLC6A1:VHL,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 733 GENES: MLH1:RPL15:SCN5A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 307 GENES: NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1004 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 39 GENES: GDI1:IKBKG,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 21 GENES: F8:RAB39B,8,2,2,0,0,4,0.5,0.0,medium
SUBSET OF 92 GENES: GLA:NXF5:PLP1,2,2,0,0,0,0,1.0,0.0,low
DHRSX,44,2,0,6,10,26,0.045454545454545456,0.36363636363636365,low
ZBED1,18,2,0,0,2,14,0.1111111111111111,0.1111111111111111,low
SUBSET OF 633 GENES: TBL1XR1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1454 GENES: FGF12:PAK2:SOX2:TBL1XR1:TP63,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1205 GENES: FGF12:PAK2:SOX2:TBL1XR1:TP63,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 706 GENES: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:CD40LG:DKC1:F8:F9:FLNA:FMR1:FRMD7:GDI1:GPC3:HPRT1:IDS:IKBKG:L1CAM:MECP2:MTM1:NAA10:NSDHL:OCRL:PHF6:RAB39B:SLC6A8:SLC9A6:SOX3:TMLHE:ZDHHC9:ZIC3,2,2,0,0,0,0,1.0,0.0,low
ADGRG4,2,2,0,0,0,0,1.0,0.0,low
LOC125467787,2,2,0,0,0,0,1.0,0.0,low
LOC126863327,2,2,0,0,0,0,1.0,0.0,low
LOC130068748,2,2,0,0,0,0,1.0,0.0,low
MAP7D3,4,2,0,0,0,2,0.5,0.0,low
SUBSET OF 1260 GENES: NAA15:NAF1:NR3C2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 218 GENES: NR3C2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 489 GENES: NAF1:NR3C2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 67 GENES: NAF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 22 GENES: F9:SOX3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 214 GENES: SDHB:SPEN,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 350 GENES: AHDC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 267 GENES: PAK2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 65 GENES: FMR1:SOX3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 76 GENES: AFF2:FMR1:IDS,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 17 GENES: IDS,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 209 GENES: ABCD1:AVPR2:BCAP31:CCNQ:DKC1:F8:FLNA:GDI1:IKBKG:L1CAM:MECP2:NAA10:RAB39B:SLC6A8:TMLHE,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 18 GENES: ABCD1:BCAP31:SLC6A8,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 878 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 335 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 729 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 576 GENES: NFIA:SRSF11,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 31 GENES: SIN3A,2,2,0,0,0,0,1.0,0.0,low
"COVERS 393 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 405 GENES: PALB2,2,2,0,0,0,0,1.0,0.0,low
"COVERS 142 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",8,2,4,0,0,2,0.75,0.0,medium
SUBSET OF 173 GENES: GJA5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 259 GENES: FGF10:NIPBL,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 186 GENES: KIT,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 773 GENES: ANKRD17:KIT:PKD2:WDFY3:YTHDC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 151 GENES: KIT,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 171 GENES: ANKRD17,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 666 GENES: ANK2:PITX2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 341 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 335 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 29 GENES: CHD5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1325 GENES: NAA15:NAF1:NR3C2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1007 GENES: ARID1B:BCLAF1:HIVEP2:TAB2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 888 GENES: CDKN2A:DMRT1:ELAVL2:MTAP:NFIB:PAX5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 100 GENES: FOXP2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 320 GENES: TCF7L2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 3290 GENES: BMP4:CDC42BPB:CHD8:DICER1:FOXG1:GCH1:GPHN:HNRNPC:IRF2BPL:MAX:MEG3:OTX2:PAX9:RAD51B,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 489 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 18 GENES: SCN1A:SCN2A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 644 GENES: DSP:FOXC1:NEDD9,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 118 GENES: FOXC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 871 GENES: ARID1B:HIVEP2:TAB2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 42 GENES: DLL1:ERMARD,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 219 GENES: FLCN:RAI1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 273 GENES: CHAMP1,2,2,0,0,0,0,1.0,0.0,low
CHL1,47,2,1,6,6,30,0.06382978723404255,0.2553191489361702,medium
CHL1-AS2,24,2,0,4,4,14,0.08333333333333333,0.3333333333333333,low
SUBSET OF 701 GENES: CTNND2:DNAJC21:TERT:TRIO,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 250 GENES: FGF10:NIPBL,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 70 GENES: NIPBL,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 697 GENES: MEF2C:NR2F1:RASA1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 123 GENES: MEF2C:RASA1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 278 GENES: APC,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 282 GENES: PALB2:SH2B1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 335 GENES: FLCN:PMP22:RAI1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 339 GENES: FLCN:PMP22:RAI1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 779 GENES: PBX1:SDHC,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 391 GENES: CAMTA1:CASZ1,2,2,0,0,0,0,1.0,0.0,low
"COVERS 487 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1153 GENES: CDC73:IRF6:KDM5B,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 255 GENES: FLCN:RAI1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1355 GENES: AKT3:FH:HNRNPU:IRF6:WDR26:ZBTB18,2,2,0,0,0,0,1.0,0.0,low
"COVERS 168 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",4,2,2,0,0,0,1.0,0.0,medium
SUBSET OF 960 GENES: CTNND2:DNAJC21:FGF10:NIPBL:TERT:TRIO,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1341 GENES: EXT1:PUF60:RAD21:TRPS1:ZFPM2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 693 GENES: CDKN2A:ELAVL2:MTAP:PAX5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 323 GENES: CHAMP1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 169 GENES: FOXL2,2,2,0,0,0,0,1.0,0.0,low
GTF2A1L,2,2,0,0,0,0,1.0,0.0,low
LOC129933723,2,2,0,0,0,0,1.0,0.0,low
LOC129933724,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1175 GENES: CAMK2A:DDX41:FBXW11:GABRA1:GABRG2:MSX2:NKX2-5:NSD1:TCOF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 179 GENES: DDX41:NSD1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 295 GENES: DDX41:NSD1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 826 GENES: DSP:FOXC1:JARID2:NEDD9,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 282 GENES: FOXC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 252 GENES: FLCN:RAI1,2,2,0,0,0,0,1.0,0.0,low
MLPH,7,2,4,0,0,1,0.8571428571428571,0.0,medium
SUBSET OF 243 GENES: FLCN:RAI1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 289 GENES: PALB2:SH2B1,4,2,2,0,0,0,1.0,0.0,medium
SUBSET OF 187 GENES: DMRT1,2,2,0,0,0,0,1.0,0.0,low
"COVERS 491 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 148 GENES: WDFY3,2,2,0,0,0,0,1.0,0.0,low
LOC126859801,2,2,0,0,0,0,1.0,0.0,low
"COVERS 404 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 24 GENES: RASA1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 381 GENES: PRRT2:SETD1A:SH2B1:SRCAP,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 77 GENES: NF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 953 GENES: AKT3:FH:HNRNPU:WDR26:ZBTB18,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 71 GENES: NF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 276 GENES: AKT3:FH:HNRNPU:ZBTB18,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 538 GENES: DSP:FOXC1:NEDD9,2,2,0,0,0,0,1.0,0.0,low
AHI1-DT,2,2,0,0,0,0,1.0,0.0,low
LINC02524,2,2,0,0,0,0,1.0,0.0,low
EFHC2,8,2,1,2,1,2,0.375,0.375,medium
SUBSET OF 72 GENES: DKC1:FLNA:GDI1:IKBKG,2,2,0,0,0,0,1.0,0.0,low
LOC129997227,2,2,0,0,0,0,1.0,0.0,low
LOC126806585,12,2,0,2,0,8,0.16666666666666666,0.16666666666666666,low
LOC126806586,14,2,0,4,0,8,0.14285714285714285,0.2857142857142857,low
SUBSET OF 193 GENES: KCNH2:KMT2C,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 310 GENES: CHEK2:DEPDC5:NF2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 114 GENES: GATA6,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 542 GENES: ANKRD17:PKD2:WDFY3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 2049 GENES: BRCA2:CHAMP1:EDNRB:NBEA:POLR1D:RB1:ZIC2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 144 GENES: DDX41:NSD1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 70 GENES: NFIB,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 971 GENES: AKT3:FH:HNRNPU:WDR26:ZBTB18,2,2,0,0,0,0,1.0,0.0,low
CCDC102B,12,2,0,0,4,4,0.16666666666666666,0.3333333333333333,low
IRF8,6,2,2,0,0,2,0.6666666666666666,0.0,medium
SUBSET OF 50 GENES: HNF1B,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 206 GENES: CRKL:TBX1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 956 GENES: AKT3:FH:HNRNPU:WDR26:ZBTB18,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 46 GENES: PCDH19,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 190 GENES: PRRT2:SH2B1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 246 GENES: AKT3:HNRNPU:ZBTB18,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1026 GENES: FGFR1:GATA4,2,2,0,0,0,0,1.0,0.0,low
RIPOR2,4,2,0,0,0,2,0.5,0.0,low
SUBSET OF 780 GENES: DSP:FOXC1:JARID2:NEDD9,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 110 GENES: FOXC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 231 GENES: CDK13:TBX20,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 70 GENES: NF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 170 GENES: CLTC:RAD51C,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 339 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 21 GENES: HDAC4,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 188 GENES: CRKL:TBX1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 126 GENES: SHANK3,2,2,0,0,0,0,1.0,0.0,low
STON1-GTF2A1L,2,2,0,0,0,0,1.0,0.0,low
LOC109504725,4,2,0,0,0,2,0.5,0.0,low
SUBSET OF 138 GENES: CDKN2A:ELAVL2:MTAP,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 164 GENES: ELN,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 149 GENES: ELN,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 202 GENES: CLCN5:EBP:FTSJ1:PORCN:PQBP1:SLC35A2:SYP:WAS:WDR45,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 524 GENES: CAMTA1:CHD5:GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 285 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 461 GENES: CAMTA1:CHD5:GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 26 GENES: PAX6,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 2053 GENES: BRCA2:CHAMP1:EDNRB:NBEA:POLR1D:RB1:ZIC2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 135 GENES: BTK:GLA:NXF5:PCDH19:PLP1:TIMM8A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 725 GENES: CDKN1C:DCHS1:KCNQ1:KCNQ1OT1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 12 GENES: PAX9,2,2,0,0,0,0,1.0,0.0,low
PRSS12,114,2,0,12,32,66,0.017543859649122806,0.38596491228070173,low
RXFP2,4,2,0,0,2,0,0.5,0.5,low
NLRP1,54,2,0,2,8,8,0.037037037037037035,0.18518518518518517,low
"COVERS 349 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 23 GENES: MYBPC3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1194 GENES: GALNT12:HNRNPK:PHF2:PTCH1:RORB:TGFBR1:ZNF462,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 289 GENES: HDAC4,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 408 GENES: COL5A1:EHMT1:NOTCH1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 237 GENES: HDAC4,2,2,0,0,0,0,1.0,0.0,low
LOC126862230,4,2,2,0,0,0,1.0,0.0,medium
SUBSET OF 796 GENES: FGFR1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 169 GENES: PAFAH1B1,2,2,0,0,0,0,1.0,0.0,low
DLK1,4,2,0,0,2,0,0.5,0.5,low
SUBSET OF 188 GENES: GJA5,2,2,0,0,0,0,1.0,0.0,low
LOC108410393,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 689 GENES: APC:LMNB1:NR2F1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 12 GENES: DSC2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 77 GENES: COL1A1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 300 GENES: ASH1L:LMNA,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 114 GENES: CTNND2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1454 GENES: BCLAF1:EYA4:NUS1:PHIP:PLN:SYNCRIP:ZNF292,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 440 GENES: MEF2C:NR2F1:RASA1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 425 GENES: ANKRD11:FOXC2:FOXF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 175 GENES: IGF1R,2,2,0,0,0,0,1.0,0.0,low
"COVERS 440 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 218 GENES: HOXD13,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 137 GENES: SNURF:UBE3A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 418 GENES: CDC42BPB,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 40 GENES: BRWD3:CHM:ZNF711,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 326 GENES: DLL1:ERMARD,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 332 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 208 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 125 GENES: CRKL,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 246 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
AIMP2,6,2,0,0,2,2,0.3333333333333333,0.3333333333333333,low
SUBSET OF 278 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 463 GENES: CDKN2A:DMRT1:ELAVL2:MTAP:NFIB,2,2,0,0,0,0,1.0,0.0,low
"COVERS 449 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 485 GENES: FOXP1:MITF,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 544 GENES: FGFR1:KAT6A:RB1CC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 254 GENES: EBF3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 351 GENES: CSNK2A1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 291 GENES: ARID1B,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1976 GENES: CHD7:EXT1:EYA1:RAD21:RB1CC1:TRPS1:YTHDF3:ZFHX4:ZFPM2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 34 GENES: CSMD1,2,2,0,0,0,0,1.0,0.0,low
"COVERS 701 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 645 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 4862 GENES: ACVRL1:ARID2:CACNA1C:CDKN1B:CHD4:CNOT2:COL2A1:ETV6:GRIN2B:HMGA2:HNF1A:KMT2D:LEMD3:MED13L:PKP2:POLE:PTHLH:PTPN11:RPH3A:RPS26:SETD1B:SLC17A8:SOX5:TBX3:TBX5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 217 GENES: MEG3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 422 GENES: ABCD1:AFF2:AVPR2:BCAP31:CCNQ:DKC1:F8:F9:FLNA:FMR1:GDI1:IDS:IKBKG:L1CAM:MECP2:MTM1:NAA10:NSDHL:RAB39B:SLC6A8:SOX3:TMLHE,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 227 GENES: DPP6:KMT2C:MNX1:SHH,2,2,0,0,0,0,1.0,0.0,low
MIR4731,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 23 GENES: MBD5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 169 GENES: IGF1R,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 70 GENES: TBX5,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 380 GENES: COL3A1:HOXD13:NCKAP1:TTN,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 316 GENES: FLCN:RAI1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 290 GENES: SHANK3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 536 GENES: ANOS1:AP1S2:ARSL:ARX:CDKL5:CLCN4:CNKSR2:DMD:FANCB:GK:HCCS:IL1RAPL1:MID1:MSL3:NHS:NLGN4X:NR0B1:OFD1:PDHA1:PHEX:PIGA:PTCHD1:RPS6KA3:RS1:SHOX:SMS:STS:TRAPPC2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 2585 GENES: DSP:FOXC1:JARID2:NEDD9:PPP2R5D:RUNX2:SYNGAP1:VEGFA,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 316 GENES: PAK2,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 302 GENES: PHIP:SYNCRIP:ZNF292,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 822 GENES: FGFR1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1592 GENES: ASH1L:FLG:GATAD2B:LHX4:LMNA:PBX1:POGZ:SDHC:SF3B4,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 354 GENES: MSX1:NSD2,2,2,0,0,0,0,1.0,0.0,low
LOC108491824,2,2,0,0,0,0,1.0,0.0,low
LOC124188206,2,2,0,0,0,0,1.0,0.0,low
"COVERS 324 GENES, NONE OF WHICH CURATED TO SHOW DOSAGE SENSITIVITY",2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1322 GENES: FGF12:PAK2:SOX2:TBL1XR1:TP63,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 1099 GENES: BARD1:BMPR2:CASP10:COL3A1:ERBB4:NCKAP1:PAX3:SATB2,2,2,0,0,0,0,1.0,0.0,low
PREPL,8,2,0,0,0,6,0.25,0.0,low
SUBSET OF 232 GENES: DMRT1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 201 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 256 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 323 GENES: GNB1,4,2,2,0,0,0,1.0,0.0,medium
SUBSET OF 128 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 276 GENES: HDAC4,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 104 GENES: WAC,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 130 GENES: TGIF1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 315 GENES: POU4F3:SPINK1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 561 GENES: NUS1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 240 GENES: GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 523 GENES: CAMTA1:CHD5:GNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 308 GENES: TBL1XR1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 504 GENES: ARCN1:HMBS:KMT2A,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 133 GENES: SRY,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 81 GENES: FGFR1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 416 GENES: EBF3,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 261 GENES: FOXC1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 108 GENES: LMNB1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 204 GENES: LMNB1:RAD50,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 52 GENES: LMNB1,2,2,0,0,0,0,1.0,0.0,low
LOC123497965,4,2,0,0,0,2,0.5,0.0,low
SUBSET OF 68 GENES: SH2B1,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 283 GENES: NFIA,2,2,0,0,0,0,1.0,0.0,low
SUBSET OF 133 GENES: APOB,2,2,0,0,0,0,1.0,0.0,low
LOC110120802,2,2,0,0,0,0,1.0,0.0,low
LOC130000981,2,2,0,0,0,0,1.0,0.0,low
LOC130000982,2,2,0,0,0,0,1.0,0.0,low
LINC01867,2,2,0,0,0,0,1.0,0.0,low
LOC114827832,2,2,0,0,0,0,1.0,0.0,low
LOC126806217,2,2,0,0,0,0,1.0,0.0,low
