orpha_code,name,disorder_type,group,synonyms,geo_prevalence
1548,Cryptorchidism-arachnodactyly-intellectual disability syndrome,Malformation syndrome,Disorder,Van Benthem-Driessen-Hanveld syndrome,Global
1547,Cryptomicrotia-brachydactyly-excess fingertip arch syndrome,Malformation syndrome,Disorder,Tonoki-Ohura-Niikawa syndrome|Cryptomicrotia-brachydactyly syndrome,Global
140922,Titin-related limb-girdle muscular dystrophy R10,Disease,Disorder,Autosomal recessive limb-girdle muscular dystrophy type 2J|LGMD2J|Titin-related LGMD R10|Limb-girdle muscular dystrophy type 2J|LGMD type 2J,Global
1545,Crisponi syndrome,Malformation syndrome,Disorder,,Global
140905,Hyperlipidemia due to hepatic triacylglycerol lipase deficiency,Disease,Disorder,Hyperlipidemia due to hepatic lipase deficiency|Hyperlipidemia due to HL deficiency|Hyperlipidemia due to hepatic triglyceride lipase deficiency|Hyperlipidemia due to HTGL deficiency,Global
1540,Jackson-Weiss syndrome,Malformation syndrome,Disorder,Craniosynostosis-midfacial hypoplasia-foot abnormalities syndrome|JWS,Global
1535,Craniosynostosis-dysmorphism-brachydactyly syndrome,Malformation syndrome,Disorder,Glass-Chapman-Hockley syndrome,Global
140908,Brachydactyly type B2,Clinical subtype,Subtype of disorder,,Global
1533,OBSOLETE: Craniosynostosis-fibular aplasia syndrome,Malformation syndrome,Disorder,OBSOLETE: Lowry syndrome,Global
140874,Joubert syndrome and related disorders,Category,Group of disorders,JSRD,Global
140896,Severe acute respiratory syndrome,Disease,Disorder,SARS|SARS-1,Global
1532,Gómez-López-Hernández syndrome,Malformation syndrome,Disorder,Cerebellotrigeminal-dermal dysplasia syndrome|Craniosynostosis-alopecia-brain defect syndrome,Global
140952,Syndactyly-telecanthus-anogenital and renal malformations syndrome,Malformation syndrome,Disorder,STAR syndrome,Global
140957,Autosomal dominant macrothrombocytopenia,Disease,Disorder,,Global
140944,CLOVES syndrome,Malformation syndrome,Disorder,Congenital lipomatous overgrowth-vascular malformation-epidermal nevi-spinal anomaly syndrome|Congenital lipomatous overgrowth-vascular malformation-epidermal nevi-skeletal anomaly syndrome,Global
140949,Low-flow priapism,Particular clinical situation in a disease or syndrome,Disorder,,Global
1555,Cutis gyrata-acanthosis nigricans-craniosynostosis syndrome,Malformation syndrome,Disorder,Beare-Stevenson cutis gyrata syndrome,Global
140936,Lelis syndrome,Malformation syndrome,Disorder,Ectodermal dysplasia-acanthosis nigricans syndrome,Global
140941,Short stature due to primary acid-labile subunit deficiency,Disease,Disorder,,Global
1553,Curry-Jones syndrome,Malformation syndrome,Disorder,Corpus callosum agenesis-polysyndactyly syndrome,Global
140927,Self-limited neonatal-infantile epilepsy,Disease,Disorder,SeLFNIE|Benign familial neonatal-infantile seizures|BFNIS|Benign neonatal-infantile epilepsy,Global
140933,Linear atrophoderma of Moulin,Disease,Disorder,,Global
140989,Primary angiitis of the central nervous system,Disease,Disorder,Isolated angiitis of the central nervous system|PACNS|PCNSV|Primary central nervous system vasculitis|Primary vasculitis of the central nervous system,Global
1566,Dandy-Walker malformation-postaxial polydactyly syndrome,Malformation syndrome,Disorder,DWM with postaxial polydactyly|Pierquin syndrome,Global
140976,RHYNS syndrome,Disease,Disorder,Retinitis pigmentosa-hypopituitarism-nephronophthisis-skeletal dysplasia syndrome,Global
1563,Dahlberg-Borer-Newcomer syndrome,Malformation syndrome,Disorder,Lymphedema-hypoparathyroidism syndrome|Dahlberg syndrome,Global
140969,Saldino-Mainzer syndrome,Disease,Disorder,Conorenal syndrome|Renal dysplasia-retinal pigmentary dystrophy-cerebellar ataxia-skeletal dysplasia syndrome,Global
140966,"Palmoplantar keratoderma, Nagashima type",Disease,Disorder,"PPK, Nagashima type|Palmoplantar hyperkeratosis, Nagashima type",Global
1562,OBSOLETE: Dacryocystitis-osteopoikilosis syndrome,Malformation syndrome,Disorder,OBSOLETE: Gunal-Seber-Basaran syndrome,Global
140963,Bilateral microtia-deafness-cleft palate syndrome,Malformation syndrome,Disorder,Bilateral microtia-hearing loss-cleft palate syndrome,Global
1557,Cutis verticis gyrata-intellectual disability syndrome,Malformation syndrome,Disorder,McDowall syndrome,Global
141046,Cervical dermoid cyst,Morphological anomaly,Disorder,Dermoid cyst of the neck,Global
382,Guanidinoacetate methyltransferase deficiency,Disease,Disorder,GAMT deficiency,Global
742,Prolidase deficiency,Disease,Disorder,Hyperimidodipeptiduria,Global
141037,Fourth branchial cleft anomaly,Morphological anomaly,Disorder,Fourth branchial cleft cyst|Fourth branchial cleft fistula,Global
141030,Third branchial cleft anomaly,Morphological anomaly,Disorder,Third branchial cleft cyst|Third branchial cleft fistula,Global
141022,Second branchial cleft anomaly,Morphological anomaly,Disorder,Second branchial cleft cyst|Second branchial cleft fistula,Global
1979,Lipodystrophy due to peptidic growth factors deficiency,Disease,Disorder,"Combined insulin, insulin-like growth factor 1 (IGF1) and epidermal growth factor (EGF) deficiency|Hoepffner-Dreyer-Reimers syndrome|Werner-like syndrome due to combined growth factor deficiency",Global
141013,First branchial cleft anomaly,Morphological anomaly,Disorder,First branchial cleft cyst|First branchial cleft fistula,Global
1571,Knobloch syndrome,Malformation syndrome,Disorder,Knobloch-Layer syndrome|Retinal detachment-occipital encephalocele syndrome,Global
141007,Orofaciodigital syndrome type 9,Malformation syndrome,Disorder,Oral-facial-digital syndrome type 9|Oral-facial-digital syndrome with retinal abnormalities|Orofaciodigital syndrome with retinal abnormalities|OFD9,Global
1551,Familial benign copper deficiency,Disease,Disorder,Familial benign hypocupremia,Global
1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome,Malformation syndrome,Disorder,Pettigrew Syndrome,Global
141000,Orofaciodigital syndrome type 11,Malformation syndrome,Disorder,"OFD11|Oral-facial-digital syndrome type 11|Oral-facial-digital syndrome, Gabrielli type|Orofaciodigital syndrome, Gabrielli type",Global
140997,Orofaciodigital syndrome,Clinical group,Group of disorders,OFD|Oral-facial-digital syndrome,Global
1569,De Sanctis-Cacchione syndrome,Disease,Disorder,Xeroderma pigmentosum with neurologic manifestation,Global
1499,OBSOLETE: Cortada-Koussef-Matsumoto syndrome,Malformation syndrome,Disorder,,Global
140432,OBSOLETE: Hereditary iron overload with anemia,Category,Group of disorders,,Global
1497,X-linked complicated corpus callosum dysgenesis,Clinical subtype,Subtype of disorder,,Global
140436,Familial intraosseous vascular malformation,Disease,Disorder,Hereditary intraosseous vascular malformation|VMOS,Global
140450,OBSOLETE: Hereditary motor and sensory neuropathy,Category,Group of disorders,OBSOLETE: HMSN,Global
140453,Autosomal dominant hereditary demyelinating motor and sensory neuropathy,Category,Group of disorders,,Global
1493,Vici syndrome,Malformation syndrome,Disorder,Dionisi-Vici-Sabetta-Gambarara syndrome|Corpus callosum agenesis-cataract-immunodeficiency syndrome,Global
140286,Secondary hypoparathyroidism due to impaired parathormon secretion,Disease,Disorder,,Global
1495,Intellectual disability-hypoplastic corpus callosum-preauricular tag syndrome,Malformation syndrome,Disorder,Da Silva syndrome,Global
140428,OBSOLETE: Hereditary iron overload with neurologic manifestation,Category,Group of disorders,,Global
140468,Autosomal recessive distal hereditary motor neuropathy,Category,Group of disorders,Autosomal recessive distal spinal muscular atrophy|Autosomal recessive dHMN|Autosomal recessive dSMA,Global
1509,Coxopodopatellar syndrome,Disease,Disorder,Ischiopubicpatellar syndrome|Ischiocoxopodopatellar syndrome|Ischiopatellar dysplasia|SPS|Scott-Taor syndrome|Small patella syndrome,Global
140471,Hereditary sensory and autonomic neuropathy,Clinical group,Group of disorders,HSAN,Global
1512,Crane-Heise syndrome,Malformation syndrome,Disorder,,Global
140474,Autosomal dominant hereditary sensory and autonomic neuropathy,Category,Group of disorders,,Global
140477,Autosomal recessive hereditary sensory and autonomic neuropathy,Category,Group of disorders,,Global
1506,Thin ribs-tubular bones-dysmorphism syndrome,Malformation syndrome,Disorder,Sharma-Kapoor-Ramji syndrome,Global
140456,Autosomal dominant hereditary axonal motor and sensory neuropathy,Category,Group of disorders,,Global
140459,Autosomal recessive hereditary demyelinating motor and sensory neuropathy,Category,Group of disorders,,Global
140462,OBSOLETE: X-linked recessive hereditary axonal motor and sensory neuropathy,Category,Group of disorders,,Global
1508,Coxoauricular syndrome,Malformation syndrome,Disorder,,Global
140465,Autosomal dominant distal hereditary motor neuropathy,Category,Group of disorders,Autosomal dominant dHMN|Autosomal dominant distal spinal muscular atrophy,Global
1507,Autosomal recessive Robinow syndrome,Clinical subtype,Subtype of disorder,COVESDEM syndrome|Costovertebral segmentation defect-mesomelia syndrome|RRS,Global
1517,Cantú syndrome,Malformation syndrome,Disorder,Hypertrichotic osteochondrodysplasia|Congenital hypertrichosis-coarse facial features spectrum|Congenital hypertrichosis-acromegaloid facial features spectrum,Global
140503,OBSOLETE: Channelopathy,Category,Group of disorders,,Global
1519,SPECC1L-related hypertelorism syndrome,Malformation syndrome,Disorder,Brachycephalofrontonasal dysplasia|Teebi hypertelorism syndrome,Global
1520,Craniofrontonasal dysplasia,Malformation syndrome,Disorder,CFND|CFNS|Craniofrontonasal syndrome,Global
1513,Craniodiaphyseal dysplasia,Malformation syndrome,Disorder,,Global
1514,Craniodigital-intellectual disability syndrome,Malformation syndrome,Disorder,Scott craniodigital syndrome|Scott-Bryant-Graham syndrome,Global
140481,Autosomal dominant slowed nerve conduction velocity,Disease,Disorder,,Global
140500,OBSOLETE: Neurological channelopathy,Category,Group of disorders,,Global
1515,Cranioectodermal dysplasia,Malformation syndrome,Disorder,CED|Sensenbrenner syndrome,Global
1516,Non-syndromic bilambdoid and sagittal craniosynostosis,Malformation syndrome,Disorder,Non-syndromic sagittal and bilateral lambdoid synostosis|Bilateral lambdoid and sagittal synostosis|BLSS|Isolated sagittal and bilambdoid craniosynostosis,Global
1526,OBSOLETE: Craniosynostosis-synostoses-hypertensive nephropathy syndrome,Malformation syndrome,Disorder,OBSOLETE: Allain-Babin-Demarquez syndrome|OBSOLETE: Acro-cephalo-synostosis,Global
1527,"Craniosynostosis, Philadelphia type",Malformation syndrome,Disorder,,Global
140653,Neuro-ophthalmological disease,Category,Group of disorders,,Global
1528,Craniotelencephalic dysplasia,Malformation syndrome,Disorder,,Global
1529,Craniofacial-deafness-hand syndrome,Malformation syndrome,Disorder,CDHS|Sommer-Young-Wee-Frye syndrome|Craniofacial-hearing loss-hand syndrome,Global
1521,Craniofrontonasal dysplasia-Poland anomaly syndrome,Malformation syndrome,Disorder,Webster-Deming syndrome,Global
1522,Craniometaphyseal dysplasia,Malformation syndrome,Disorder,,Global
1525,Cranio-osteoarthropathy,Malformation syndrome,Disorder,Currarino disease|Currarino idiopathic osteoarthropathy|Reginato-Schiapachasse syndrome,Global
1969,Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,Malformation syndrome,Disorder,Friedman-Goodman syndrome|FACES syndrome,Global
1968,Flat face-microstomia-ear anomaly syndrome,Malformation syndrome,Disorder,Blepharophimosis-telecanthus-microstomia syndrome|Simosa-Penchaszadeh-Bustos syndrome|Simosa craniofacial syndrome,Global
1970,Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,Malformation syndrome,Disorder,,Global
1973,Faciocardiorenal syndrome,Malformation syndrome,Disorder,Eastman-Bixler syndrome,Global
1972,Lethal faciocardiomelic dysplasia,Malformation syndrome,Disorder,,Global
1974,Autosomal recessive faciodigitogenital syndrome,Malformation syndrome,Disorder,"Aarskog-like syndrome|Facio-digito-genital syndrome, Kuwait type|Teebi-Naguib-Alawadi syndrome",Global
1962,Exostoses-anetodermia-brachydactyly type E syndrome,Malformation syndrome,Disorder,,Global
1964,Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,Malformation syndrome,Disorder,Char-Douglas-Dungan syndrome,Global
1822,Dysplasia epiphysealis hemimelica,Malformation syndrome,Disorder,Trevor disease,Global
1824,Lowry-Wood syndrome,Disease,Disorder,Epiphyseal dysplasia-microcephaly-nystagmus syndrome,Global
1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome,Malformation syndrome,Disorder,Pacman dysplasia,Global
1954,Congenital lethal erythroderma,Disease,Disorder,,Global
1955,Spinocerebellar ataxia type 34,Disease,Disorder,Erythrokeratodermia with ataxia|SCA34|Spinocerebellar ataxia and erythrokeratodermia,Global
1956,OBSOLETE: Erythromelalgia,Disease,Disorder,,Global
1926,Diabetic embryopathy,Malformation syndrome,Disorder,Diabetes-induced teratogenicity,Global
2209,Maternal phenylketonuria syndrome,Malformation syndrome,Disorder,Hyperphenylalaninemic embryopathy|Maternal hyperphenylalaninemia|Phenylketonuric embryopathy|Maternal PKU syndrome,Global
1927,Emery-Nelson syndrome,Malformation syndrome,Disorder,Hand and foot deformity-flat facies syndrome,Global
1937,Eng-Strom syndrome,Malformation syndrome,Disorder,Short stature-locking fingers syndrome,Global
1940,Shoulder and thorax deformity-congenital heart disease syndrome,Malformation syndrome,Disorder,,Global
1920,Toluene embryopathy,Malformation syndrome,Disorder,,Global
1919,Phenobarbital embryopathy,Malformation syndrome,Disorder,,Global
1917,Fetal methylmercury syndrome,Malformation syndrome,Disorder,Prenatal methylmercury poisoning|Congenital Minamata disease|Intrauterine methylmercury poisoning|Fetal methylmercury poisoning,Global
1923,Methimazole embryofetopathy,Malformation syndrome,Disorder,Methimazole/carbimazole embryofetopathy|Methimazole/carbimazole embryopathy|MMI/CMZ embryopathy|MMI/CMZ embryofetopathy,Global
1912,Fetal hydantoin syndrome,Malformation syndrome,Disorder,Fetal dihydantoin syndrome|Phenytoin embryofetopathy,Global
1918,Fetal minoxidil syndrome,Malformation syndrome,Disorder,Minoxidil antenatal exposure,Global
1911,Cocaine embryofetopathy,Malformation syndrome,Disorder,Fetal cocaine syndrome,Global
1910,Fetal iodine syndrome,Malformation syndrome,Disorder,,Global
1916,Diethylstilbestrol syndrome,Malformation syndrome,Disorder,DES embryofetopathy|DES syndrome|Diethylstilbestrol embryofetopathy|Distilbene embryofetopathy,Global
294,Fetal cytomegalovirus syndrome,Disease,Disorder,Mother-to-child transmission of cytomegalovirus syndrome|Antenatal cytomegalovirus infection|Antenatal CMV infection,Global
1914,Vitamin K antagonist embryofetopathy,Malformation syndrome,Disorder,Vitamin K antagonist embryopathy|di Sala syndrome|Warfarin embryofetopathy|Warfarin embryopathy,Global
1913,Fetal trimethadione syndrome,Malformation syndrome,Disorder,,Global
1896,EEC syndrome,Malformation syndrome,Disorder,Ectrodactyly-ectodermal dysplasia-cleft lip/palate syndrome,Global
1897,EEM syndrome,Malformation syndrome,Disorder,Ectodermal dysplasia-ectrodactyly-macular dystrophy syndrome,Global
1908,Aminopterin/methotrexate embryofetopathy,Malformation syndrome,Disorder,Aminopterin embryopathy syndrome|Fetal aminopterin syndrome,Global
1909,Indomethacin embryofetopathy,Malformation syndrome,Disorder,Fetal indomethacin syndrome,Global
1906,Fetal valproate spectrum disorder,Malformation syndrome,Disorder,Fetal valproic acid syndrome|Valproic acid embryopathy|Fetal valproate syndrome,Global
1888,Ectrodactyly-ectodermal dysplasia without clefting syndrome,Malformation syndrome,Disorder,EEC syndrome without cleft lip/palate,Global
1889,Ectrodactyly-cleft palate syndrome,Malformation syndrome,Disorder,ECP syndrome,Global
