gene_symbol,pLI,lof_oe,LOEUF,mis_z,hi_intolerant,loeuf_constrained
RAI1,1.0,0.073672,0.129,2.4299,1,1
RAF1,1.0,0.24057,0.353,3.4281,1,0
RAD54L2,1.0,0.1886,0.265,4.3338,1,1
RAD23B,1.0,0.097815,0.224,2.0988,1,1
RAD21,1.0,0.21022,0.341,3.6539,1,1
RABGAP1,1.0,0.16397,0.241,3.8213,1,1
R3HDM2,1.0,0.28705,0.389,3.7684,1,0
R3HDM1,1.0,0.29353,0.382,2.2315,1,0
QSER1,1.0,0.26325,0.349,2.3906,1,1
QRICH1,1.0,0.167,0.261,3.7909,1,1
PUM1,1.0,0.10406,0.165,5.5922,1,1
PUF60,1.0,0.17416,0.295,4.927,1,1
PTPRT,1.0,0.31355,0.395,3.2219,1,0
PTPRS,1.0,0.30519,0.378,3.2137,1,0
PTPRM,1.0,0.25483,0.334,3.3309,1,1
PTPRF,1.0,0.27845,0.348,4.0637,1,1
PTPRD,1.0,0.15134,0.204,-0.24895,1,1
PTPRC,1.0,0.26158,0.343,1.9632,1,1
PTPRA,1.0,0.17563,0.26,3.3471,1,1
PTPN6,1.0,0.21894,0.325,4.0697,1,1
PTPN11,1.0,0.079059,0.156,4.9526,1,1
PTPN1,1.0,0.19396,0.321,3.2208,1,1
PTK2,1.0,0.30109,0.399,3.7869,1,0
PTGS2,1.0,0.20743,0.33,3.09,1,1
PTCH1,1.0,0.093561,0.146,3.1493,1,1
PTBP1,1.0,0.1381,0.249,1.0738,1,1
PSME4,1.0,0.32058,0.393,1.9073,1,0
PSMD3,1.0,0.081209,0.171,2.5855,1,1
PSMD2,1.0,0.078016,0.141,4.1077,1,1
PSMD13,1.0,0.13648,0.246,1.4648,1,1
PSMD12,1.0,0.11747,0.232,1.9534,1,1
PSMD11,1.0,0.017237,0.082,3.5703,1,1
PSMD1,1.0,0.1072,0.193,4.7383,1,1
PSMC6,1.0,0.071445,0.185,4.0099,1,1
PSMC2,1.0,0.13011,0.274,4.6323,1,1
PSMC1,1.0,0.12257,0.258,5.1835,1,1
PRRC2C,1.0,0.23422,0.287,2.4844,1,1
PRRC2B,1.0,0.27331,0.338,1.1633,1,1
PRRC2A,1.0,0.25829,0.322,-0.98507,1,1
PRR12,1.0,0.10896,0.18,-1.0343,1,1
PRPF8,1.0,0.21151,0.26,11.341,1,1
PRPF4B,1.0,0.13497,0.215,4.5594,1,1
PRPF40A,1.0,0.26683,0.378,2.3716,1,0
PRPF4,1.0,0.18785,0.294,2.8975,1,1
PRPF31,1.0,0.21443,0.347,3.3838,1,1
PRPF3,1.0,0.033658,0.087,5.0043,1,1
PRPF19,1.0,0.031321,0.099,4.8915,1,1
ALKBH5,1.0,0.060468,0.19,3.3366,1,1
PROX1,1.0,0.11809,0.222,3.4995,1,1
PRMT8,1.0,0.15622,0.293,4.7513,1,1
PRMT5,1.0,0.17646,0.272,4.5167,1,1
PRMT1,1.0,0.10384,0.218,4.4307,1,1
PRKDC,1.0,0.14626,0.183,2.4604,1,1
PRKD2,1.0,0.26889,0.381,3.9947,1,0
PRKCE,1.0,0.18305,0.278,4.9304,1,1
PRKCD,1.0,0.23675,0.344,3.8706,1,1
PRKCB,1.0,0.14861,0.241,4.7871,1,1
PRKAR1A,1.0,0.061174,0.158,4.1536,1,1
PRICKLE2,1.0,0.23138,0.34,2.3305,1,1
PRICKLE1,1.0,0.17544,0.279,2.8992,1,1
PREX1,1.0,0.20605,0.268,4.4885,1,1
PREP,1.0,0.27849,0.395,2.6603,1,0
PRDM2,1.0,0.21281,0.297,1.2152,1,1
PRDM16,1.0,0.21125,0.304,1.5748,1,1
PRDM11,1.0,0.19982,0.29,4.2299,1,1
PRDM1,1.0,0.19738,0.314,2.4386,1,1
PPRC1,1.0,0.17527,0.248,1.246,1,1
PPP4R3A,1.0,0.16259,0.263,4.1982,1,1
PPP3CB,1.0,0.14102,0.254,4.4306,1,1
PPP3CA,1.0,0.1292,0.243,4.5031,1,1
PPP2R5E,1.0,0.084416,0.193,4.2944,1,1
PPP2R5D,1.0,0.14414,0.234,4.916,1,1
PPP2R5C,1.0,0.10022,0.198,4.0695,1,1
PPP2R2B,1.0,0.067102,0.173,3.524,1,1
PPP2R1A,1.0,0.22382,0.345,5.4265,1,1
PPP1R12A,1.0,0.084219,0.158,2.7543,1,1
PPP1R10,1.0,0.15674,0.241,3.221,1,1
PPM1G,1.0,0.19711,0.326,4.0766,1,1
PPFIA3,1.0,0.19015,0.264,5.0536,1,1
PPFIA2,1.0,0.26828,0.362,3.1945,1,0
PPFIA1,1.0,0.15671,0.224,1.8893,1,1
AMIGO1,1.0,0.0,0.099,4.0712,1,1
PPARGC1A,1.0,0.27052,0.38,1.5219,1,0
POU2F2,1.0,0.15965,0.279,2.3051,1,1
POU2F1,1.0,0.15773,0.256,2.7297,1,1
POLR2A,1.0,0.14329,0.202,9.204,1,1
POLR1B,1.0,0.26342,0.363,4.7517,1,0
POGZ,1.0,0.12647,0.198,4.1479,1,1
PLXND1,1.0,0.31655,0.401,2.7074,1,0
PLXNA4,1.0,0.22449,0.289,5.5996,1,1
PLK1,1.0,0.097717,0.205,3.5467,1,1
PLCL2,1.0,0.028943,0.091,5.1126,1,1
PLCB1,1.0,0.24982,0.357,3.7087,1,0
PKD1,1.0,0.29965,0.364,-5.6666,1,0
PITPNM3,1.0,0.25527,0.354,2.7965,1,0
PITPNM2,1.0,0.27118,0.36,4.3256,1,0
PIK3R4,1.0,0.24649,0.362,3.1013,1,0
PIK3R1,1.0,0.24169,0.363,3.4447,1,0
PIK3CD,1.0,0.15843,0.23,6.3956,1,1
PIK3CB,1.0,0.18295,0.319,3.3831,1,1
PIK3CA,1.0,0.11772,0.221,6.1494,1,1
PIK3AP1,1.0,0.23425,0.34,2.7671,1,1
PIAS4,1.0,0.13241,0.249,2.0801,1,1
PIAS2,1.0,0.1754,0.316,1.974,1,1
PIAS1,1.0,0.029023,0.138,2.3837,1,1
ANAPC1,1.0,0.19664,0.273,5.2641,1,1
PHIP,1.0,0.14879,0.246,4.4459,1,1
PHF3,1.0,0.22728,0.301,0.79829,1,1
PHF23,1.0,0.055944,0.176,1.0839,1,1
PHF21A,1.0,0.05761,0.149,3.1353,1,1
PHF20,1.0,0.1614,0.249,3.177,1,1
PHF2,1.0,0.23524,0.329,3.5968,1,1
PHF12,1.0,0.058063,0.115,4.0709,1,1
PHF1,1.0,0.22251,0.338,3.2379,1,1
PHC3,1.0,0.1144,0.185,2.793,1,1
PHC1,1.0,0.19482,0.322,2.7357,1,1
PHACTR3,1.0,0.1827,0.302,0.71416,1,1
PHACTR1,1.0,0.21141,0.336,3.2031,1,1
PDZD8,1.0,0.15757,0.251,2.5451,1,1
PDGFRA,1.0,0.17353,0.264,3.4194,1,1
PDE8B,1.0,0.23423,0.351,3.3877,1,0
PCSK2,1.0,0.12631,0.249,3.5998,1,1
PCNX3,1.0,0.31774,0.395,1.7468,1,0
PCNX1,1.0,0.31836,0.408,2.0038,1,0
PCLO,1.0,0.15238,0.191,0.49955,1,1
PCIF1,1.0,0.14138,0.229,3.1915,1,1
PCF11,1.0,0.059484,0.112,1.9442,1,1
PCDHGC4,1.0,0.23587,0.363,2.5366,1,0
ANK3,1.0,0.12435,0.16,5.3717,1,1
ANK2,1.0,0.22528,0.271,4.2752,1,1
ANK1,1.0,0.23693,0.299,3.8484,1,1
PCDH10,1.0,0.18316,0.297,1.7649,1,1
PCBP2,1.0,0.029405,0.139,4.6626,1,1
PBX1,1.0,0.092795,0.212,4.3043,1,1
PBRM1,1.0,0.15165,0.23,4.4177,1,1
PAXIP1,1.0,0.16237,0.275,2.8109,1,1
PAX6,1.0,0.12031,0.226,3.2634,1,1
ANKHD1-EIF4EBP3,1.0,0.15536,0.204,5.6908,1,1
ANKHD1,1.0,0.13134,0.178,5.8076,1,1
PATL1,1.0,0.2828,0.395,2.3901,1,0
PAPOLA,1.0,0.082546,0.213,2.848,1,1
PAN3,1.0,0.1651,0.262,2.0705,1,1
PAK5,1.0,0.20686,0.329,1.8177,1,1
PAFAH1B1,1.0,0.0,0.1,3.7117,1,1
PACS1,1.0,0.19997,0.3,3.883,1,1
ANKRD11,1.0,0.087786,0.132,-1.0567,1,1
PABPC4,1.0,0.19891,0.311,3.3171,1,1
PABPC1,1.0,0.037848,0.119,6.2618,1,1
PA2G4,1.0,0.10075,0.231,4.4747,1,1
OTUD7A,1.0,0.10929,0.216,1.5231,1,1
OTUD4,1.0,0.19217,0.296,2.3569,1,1
OSBP,1.0,0.28007,0.394,3.7432,1,0
OGDH,1.0,0.31397,0.415,5.6656,1,0
OGA,1.0,0.21066,0.32,3.5563,1,1
ANKRD17,1.0,0.078638,0.118,7.0131,1,1
NWD2,1.0,0.23524,0.323,4.5615,1,1
NUP98,1.0,0.10314,0.155,2.1997,1,1
NUP85,1.0,0.24644,0.352,1.1163,1,0
NUP210L,1.0,0.33188,0.421,3.9459,1,0
NUP205,1.0,0.29448,0.366,2.3713,1,0
NUP153,1.0,0.10403,0.172,-0.073119,1,1
NUMA1,1.0,0.26233,0.325,1.4513,1,1
NUFIP2,1.0,0.094445,0.199,0.47472,1,1
NTRK3,1.0,0.24525,0.347,2.6287,1,1
NTRK2,1.0,0.058487,0.123,5.2938,1,1
NSD3,1.0,0.1211,0.176,5.5992,1,1
NSD2,1.0,0.085769,0.139,5.6661,1,1
NSD1,1.0,0.10212,0.144,5.7561,1,1
NRXN3,1.0,0.23375,0.319,4.1824,1,1
NRXN2,1.0,0.23132,0.317,3.0987,1,1
NRXN1,1.0,0.23234,0.317,1.2953,1,1
NRP1,1.0,0.30253,0.408,1.8829,1,0
NRF1,1.0,0.082226,0.188,5.0758,1,1
NRBP1,1.0,0.12686,0.215,4.7025,1,1
NR6A1,1.0,0.091728,0.193,2.196,1,1
NR4A2,1.0,0.019648,0.093,2.3057,1,1
NR3C2,1.0,0.17427,0.268,2.9983,1,1
NR3C1,1.0,0.18487,0.294,3.0576,1,1
NR2F2,1.0,0.062558,0.197,4.2064,1,1
NR2F1,1.0,0.027942,0.133,4.6926,1,1
ANKRD36C,1.0,0.27231,0.34,2.4268,1,1
NR2E1,1.0,0.12723,0.268,3.3918,1,1
NR2C2,1.0,0.069489,0.159,4.0628,1,1
NPEPPS,1.0,0.18797,0.299,4.731,1,1
NPAS4,1.0,0.12998,0.235,1.6445,1,1
NPAS3,1.0,0.15877,0.286,0.76284,1,1
NPAS2,1.0,0.23066,0.338,3.1334,1,1
ANKRD52,1.0,0.064822,0.122,5.1953,1,1
ANKRD44,1.0,0.26659,0.365,2.8338,1,0
NOTCH2,1.0,0.1076,0.151,6.0469,1,1
NOTCH1,1.0,0.16403,0.217,3.6962,1,1
NOS1,1.0,0.31484,0.399,4.7323,1,0
NOP2,1.0,0.1151,0.208,1.0492,1,1
NOL6,1.0,0.25464,0.34,2.2136,1,1
NOL4L,1.0,0.088974,0.187,3.075,1,1
NOL4,1.0,0.19673,0.326,2.2829,1,1
NMT1,1.0,0.19185,0.318,3.2164,1,1
NLGN1,1.0,0.17955,0.291,3.3933,1,1
NIPBL,1.0,0.030443,0.057,6.6991,1,1
NFKBIZ,1.0,0.25632,0.38,0.68869,1,0
NFKB2,1.0,0.21402,0.308,3.5862,1,1
NFKB1,1.0,0.098866,0.178,3.9758,1,1
NFIX,1.0,0.0193,0.092,5.3598,1,1
ANKS1B,1.0,0.21599,0.298,3.7771,1,1
NFIB,1.0,0.17686,0.3,2.2398,1,1
NFIA,1.0,0.083001,0.175,3.628,1,1
NFATC2,1.0,0.25338,0.365,1.1591,1,0
NFAT5,1.0,0.16942,0.235,3.5972,1,1
NFASC,1.0,0.27532,0.362,3.5241,1,0
NF2,1.0,0.10378,0.187,2.853,1,1
NEURL4,1.0,0.29703,0.382,3.1762,1,0
NCSTN,1.0,0.24025,0.343,2.8455,1,1
NCOR2,1.0,0.35527,0.429,-0.81405,1,0
NCOR1,1.0,0.23497,0.292,4.4457,1,1
NCOA6,1.0,0.28255,0.359,3.0424,1,0
NCOA5,1.0,0.19828,0.321,1.8695,1,1
NCOA3,1.0,0.29146,0.376,2.6824,1,0
NCOA2,1.0,0.14677,0.211,3.6782,1,1
ANP32A,1.0,0.030207,0.143,3.2971,1,1
NCOA1,1.0,0.21958,0.298,2.5875,1,1
NCL,1.0,0.0394,0.102,1.6228,1,1
NCKAP1,1.0,0.070764,0.14,3.8355,1,1
NCDN,1.0,0.14943,0.261,4.796,1,1
NCBP1,1.0,0.11227,0.203,3.9482,1,1
NCAM1,1.0,0.13911,0.217,3.9385,1,1
NBEA,1.0,0.095107,0.137,5.4616,1,1
NAV3,1.0,0.34889,0.426,2.1808,1,0
NAV2,1.0,0.22647,0.288,2.9877,1,1
NAV1,1.0,0.096917,0.147,5.6562,1,1
ANTXR1,1.0,0.23609,0.346,2.8739,1,1
NAP1L1,1.0,0.13828,0.273,2.6503,1,1
NALF1,1.0,0.076267,0.197,0.59454,1,1
NAA35,1.0,0.14999,0.271,3.1996,1,1
NAA25,1.0,0.23234,0.341,3.8302,1,1
MYT1L,1.0,0.03733,0.085,5.5286,1,1
MYT1,1.0,0.18174,0.257,3.8128,1,1
MYRF,1.0,0.14179,0.215,3.5595,1,1
MYOCD,1.0,0.281,0.395,1.1718,1,0
MYO9B,1.0,0.35208,0.43,3.7698,1,0
MYO9A,1.0,0.34343,0.414,2.7624,1,0
MYO18A,1.0,0.3428,0.414,3.5331,1,0
MYH9,1.0,0.11652,0.159,6.1402,1,1
MYH11,1.0,0.3125,0.377,3.4316,1,0
MYH10,1.0,0.19356,0.249,6.4364,1,1
MYCBP2,1.0,0.20394,0.243,7.6673,1,1
MYC,1.0,0.026924,0.128,1.5259,1,1
MUC5B,1.0,0.34098,0.4,0.18731,1,0
MTSS1,1.0,0.22115,0.332,2.2992,1,1
MTOR,1.0,0.21897,0.268,9.505,1,1
MTMR4,1.0,0.21386,0.295,4.9865,1,1
MTMR3,1.0,0.21768,0.302,3.0967,1,1
AP1G1,1.0,0.049373,0.113,3.005,1,1
MTMR12,1.0,0.27822,0.394,2.3355,1,0
MTF2,1.0,0.17044,0.289,3.0986,1,1
MTA2,1.0,0.24404,0.348,4.2896,1,1
MTA1,1.0,0.12909,0.209,3.5192,1,1
MSL2,1.0,0.053541,0.169,3.003,1,1
MRTFB,1.0,0.24976,0.351,1.1111,1,0
AP2M1,1.0,0.086654,0.182,6.3671,1,1
AP2B1,1.0,0.18126,0.275,6.5905,1,1
AP2A1,1.0,0.22778,0.331,3.7317,1,1
MPRIP,1.0,0.21872,0.287,4.0199,1,1
MORC3,1.0,0.26849,0.37,3.1002,1,0
MORC2,1.0,0.22006,0.3,4.4514,1,1
MON2,1.0,0.33705,0.426,3.7594,1,0
MMP16,1.0,0.17602,0.299,3.6992,1,1
MMP14,1.0,0.19634,0.312,2.7231,1,1
MLLT6,1.0,0.223,0.327,1.5139,1,1
MLLT3,1.0,0.064638,0.167,1.7362,1,1
MLLT10,1.0,0.19799,0.291,1.8885,1,1
MKRN1,1.0,0.17617,0.307,1.6816,1,1
MINK1,1.0,0.31498,0.403,2.8194,1,0
MIER3,1.0,0.13325,0.25,2.4988,1,1
MIDEAS,1.0,0.27118,0.374,1.8736,1,0
MICAL3,1.0,0.31789,0.399,1.2374,1,0
MGA,1.0,0.14922,0.197,2.1966,1,1
MEN1,1.0,0.1096,0.206,4.2012,1,1
MEIS2,1.0,0.14609,0.255,3.428,1,1
MEIS1,1.0,0.10863,0.228,3.1619,1,1
MEIOC,1.0,0.12562,0.219,2.5703,1,1
MEGF9,1.0,0.14219,0.281,0.10351,1,1
MEF2D,1.0,0.16821,0.285,2.7515,1,1
MEF2C,1.0,0.09251,0.212,4.8294,1,1
APC,1.0,0.25769,0.321,0.7981,1,1
MED13L,1.0,0.017934,0.041,6.2997,1,1
MED13,1.0,0.086925,0.13,3.3253,1,1
MED12L,1.0,0.17446,0.226,4.0075,1,1
MED1,1.0,0.10117,0.172,3.8093,1,1
MECOM,1.0,0.094701,0.161,2.4195,1,1
MDN1,1.0,0.37406,0.417,4.8663,1,0
MDM4,1.0,0.046478,0.146,2.4789,1,1
MDM2,1.0,0.18634,0.325,2.585,1,1
API5,1.0,0.10022,0.211,3.6846,1,1
MDGA2,1.0,0.25705,0.362,2.0347,1,0
MBD5,1.0,0.097478,0.161,2.3668,1,1
MAU2,1.0,0.096958,0.175,4.8573,1,1
MATR3,1.0,0.053438,0.122,3.9554,1,1
MAT2A,1.0,0.050058,0.158,4.6782,1,1
MAST1,1.0,0.28615,0.379,4.4687,1,0
MARK4,1.0,0.24627,0.361,2.9454,1,0
MARK2,1.0,0.1861,0.287,4.8548,1,1
MARF1,1.0,0.1151,0.169,3.7356,1,1
MARCHF6,1.0,0.2139,0.314,3.9835,1,1
MAPRE3,1.0,0.034292,0.163,2.8445,1,1
MAPKAPK2,1.0,0.1678,0.303,2.9972,1,1
MAPK8IP3,1.0,0.32051,0.407,3.4325,1,0
MAP4K4,1.0,0.22901,0.308,5.0873,1,1
MAP4K1,1.0,0.29795,0.395,3.0722,1,0
MAP3K3,1.0,0.11609,0.209,3.3165,1,1
MAP3K14,1.0,0.17339,0.263,4.5145,1,1
MAP3K12,1.0,0.15821,0.247,4.089,1,1
MAP3K1,1.0,0.26546,0.355,1.4665,1,0
MAP2,1.0,0.078784,0.134,1.4736,1,1
MAP1B,1.0,0.063167,0.105,3.9224,1,1
MAP1A,1.0,0.21427,0.277,3.8145,1,1
MAML3,1.0,0.23254,0.327,1.7801,1,1
MAML2,1.0,0.21596,0.308,0.6753,1,1
MAML1,1.0,0.19154,0.299,0.71705,1,1
MAGI2,1.0,0.272,0.369,1.8607,1,0
MACO1,1.0,0.18498,0.289,3.8599,1,1
MACF1,1.0,0.2099,0.238,6.219,1,1
LYN,1.0,0.16171,0.282,3.9975,1,1
LUC7L3,1.0,0.11259,0.222,2.9676,1,1
LRRC7,1.0,0.13357,0.203,3.5029,1,1
LRP6,1.0,0.20341,0.27,4.272,1,1
LRP2,1.0,0.30889,0.352,4.5356,1,0
LRP1B,1.0,0.3667,0.419,3.3496,1,0
LRP12,1.0,0.18606,0.291,2.4437,1,1
LRP1,1.0,0.093666,0.118,12.037,1,1
LMTK2,1.0,0.30371,0.408,2.0319,1,0
LIN9,1.0,0.062328,0.196,2.0669,1,1
LIN54,1.0,0.10333,0.204,4.0765,1,1
APPBP2,1.0,0.20529,0.34,3.7598,1,1
LIMK1,1.0,0.21932,0.338,2.4135,1,1
LGI1,1.0,0.1946,0.33,3.4852,1,1
LENG8,1.0,0.27365,0.375,1.0874,1,0
LDB1,1.0,0.12164,0.24,3.4853,1,1
LCORL,1.0,0.25178,0.341,2.8645,1,1
LCOR,1.0,0.21618,0.338,2.0578,1,1
LCK,1.0,0.21232,0.332,3.535,1,1
LATS1,1.0,0.22146,0.319,3.8572,1,1
LARP4B,1.0,0.1748,0.289,1.9892,1,1
LARP1,1.0,0.30704,0.405,3.6693,1,0
LAMC1,1.0,0.19642,0.264,2.4423,1,1
L3MBTL3,1.0,0.18686,0.326,1.4143,1,1
KSR2,1.0,0.22474,0.318,4.1817,1,1
KPNB1,1.0,0.052015,0.119,6.7049,1,1
KPNA6,1.0,0.13347,0.241,4.2624,1,1
KNL1,1.0,0.27369,0.366,-0.4989,1,0
KMT5B,1.0,0.10511,0.19,3.7527,1,1
KMT2E,1.0,0.15066,0.217,1.4433,1,1
KMT2D,1.0,0.11237,0.141,4.7249,1,1
KMT2C,1.0,0.16319,0.202,4.3119,1,1
KMT2B,1.0,0.086478,0.127,2.7377,1,1
KMT2A,1.0,0.041005,0.065,8.7941,1,1
KLHDC3,1.0,0.11183,0.256,4.2899,1,1
KLF6,1.0,0.0,0.108,2.7032,1,1
ARCN1,1.0,0.056281,0.145,2.6523,1,1
AQR,1.0,0.3165,0.413,4.7255,1,0
KIT,1.0,0.15609,0.24,4.1661,1,1
KIF5C,1.0,0.16624,0.249,3.6286,1,1
KIF5A,1.0,0.23438,0.315,5.0359,1,1
KIF3C,1.0,0.15682,0.266,3.5249,1,1
KIF3A,1.0,0.18071,0.299,3.6926,1,1
KIF23,1.0,0.19188,0.279,3.2844,1,1
KIF1B,1.0,0.30139,0.376,5.2587,1,0
KIF1A,1.0,0.23573,0.304,5.035,1,1
KIF11,1.0,0.071268,0.184,2.7188,1,1
KIAA0232,1.0,0.21161,0.3,1.4848,1,1
KHSRP,1.0,0.16521,0.263,2.9971,1,1
KDR,1.0,0.24563,0.328,2.3819,1,1
KDM6B,1.0,0.14681,0.211,1.8332,1,1
ARFGEF2,1.0,0.32133,0.391,4.368,1,0
ARFGEF1,1.0,0.17771,0.236,6.96,1,1
KDM5A,1.0,0.20483,0.27,3.6096,1,1
KDM4B,1.0,0.27241,0.371,2.9574,1,0
KDM4A,1.0,0.18177,0.258,4.8466,1,1
KDM3B,1.0,0.068998,0.117,6.2276,1,1
KDM2B,1.0,0.19022,0.266,4.6282,1,1
KDM2A,1.0,0.01814,0.057,6.9151,1,1
KCNV1,1.0,0.056173,0.177,4.558,1,1
KCNQ2,1.0,0.19153,0.295,3.7078,1,1
KCNMA1,1.0,0.23835,0.331,6.5284,1,1
KCNJ3,1.0,0.097545,0.223,5.493,1,1
KCND3,1.0,0.17384,0.303,4.8878,1,1
KCNB2,1.0,0.23015,0.354,3.8314,1,0
KCNB1,1.0,0.18224,0.309,5.403,1,1
KCNA4,1.0,0.1299,0.273,2.7238,1,1
ARHGAP21,1.0,0.18826,0.261,4.193,1,1
KAT7,1.0,0.14645,0.275,4.3936,1,1
KAT6B,1.0,0.057502,0.098,4.8917,1,1
KAT6A,1.0,0.043927,0.083,3.137,1,1
KANSL3,1.0,0.18998,0.293,2.157,1,1
KANSL1L,1.0,0.21807,0.341,0.25899,1,1
KANSL1,1.0,0.22543,0.325,0.89624,1,1
KALRN,1.0,0.18416,0.231,6.1845,1,1
ARHGAP32,1.0,0.26908,0.349,3.351,1,1
ARHGAP31,1.0,0.2852,0.38,2.7098,1,0
JMJD1C,1.0,0.10973,0.157,2.0931,1,1
JARID2,1.0,0.12901,0.202,3.2608,1,1
JAKMIP2,1.0,0.22531,0.352,3.2111,1,0
JAKMIP1,1.0,0.27622,0.391,2.4921,1,0
JAK1,1.0,0.10588,0.168,5.8688,1,1
JAG1,1.0,0.14402,0.211,5.2977,1,1
JADE2,1.0,0.1542,0.25,3.1942,1,1
JADE1,1.0,0.17931,0.28,4.4454,1,1
ARHGAP5,1.0,0.20502,0.295,3.3151,1,1
ARHGAP35,1.0,0.13245,0.204,5.7739,1,1
ITSN1,1.0,0.23658,0.304,4.4797,1,1
ITPR1,1.0,0.26441,0.325,6.2207,1,1
ITPKB,1.0,0.20976,0.34,-0.12417,1,1
ITCH,1.0,0.23379,0.343,4.361,1,1
ARHGEF11,1.0,0.26639,0.336,2.7709,1,1
IRF6,1.0,0.10176,0.214,3.8977,1,1
IQGAP1,1.0,0.31202,0.395,2.2286,1,0
IPO9,1.0,0.21514,0.31,3.4198,1,1
IPO7,1.0,0.043703,0.138,2.8001,1,1
IPO5,1.0,0.078862,0.156,3.6033,1,1
IPO13,1.0,0.23514,0.324,4.7062,1,1
INTS6,1.0,0.1355,0.23,4.672,1,1
INTS3,1.0,0.25355,0.342,5.844,1,1
ARHGEF2,1.0,0.1816,0.259,4.3716,1,1
ARHGEF12,1.0,0.29273,0.369,4.127,1,0
INPP5D,1.0,0.27962,0.379,3.5253,1,0
INO80D,1.0,0.24166,0.351,3.4821,1,0
INO80,1.0,0.10709,0.165,3.7724,1,1
INHBA,1.0,0.034927,0.166,2.8589,1,1
ILRUN,1.0,0.05966,0.188,3.3156,1,1
ILF3,1.0,0.21059,0.309,2.5872,1,1
IKZF3,1.0,0.10682,0.244,2.7482,1,1
IKZF1,1.0,0.18343,0.32,3.4314,1,1
IGSF3,1.0,0.20382,0.289,4.0181,1,1
IGF2R,1.0,0.34774,0.421,2.7604,1,0
IGF2BP3,1.0,0.093289,0.196,2.3455,1,1
IGF2BP2,1.0,0.20079,0.325,3.0213,1,1
IGF2BP1,1.0,0.10089,0.189,4.4234,1,1
IGF1R,1.0,0.30575,0.393,4.6593,1,0
ARID2,1.0,0.16451,0.224,4.4902,1,1
ARID1B,1.0,0.15062,0.205,0.81072,1,1
ARID1A,1.0,0.095967,0.141,2.4598,1,1
HYOU1,1.0,0.31293,0.41,2.4776,1,0
HTT,1.0,0.29307,0.353,3.723,1,0
HSPD1,1.0,0.058731,0.185,2.9068,1,1
HSPA8,1.0,0.038029,0.12,6.0567,1,1
HSPA4,1.0,0.19101,0.316,1.3344,1,1
ARIH2,1.0,0.13848,0.242,4.8377,1,1
ARIH1,1.0,0.16753,0.302,4.1042,1,1
ARID5B,1.0,0.13295,0.211,3.0454,1,1
ARID4B,1.0,0.101,0.176,2.7563,1,1
ARID4A,1.0,0.24257,0.339,1.6165,1,1
ARID3B,1.0,0.19579,0.332,3.1154,1,1
HSP90B1,1.0,0.20859,0.326,3.5915,1,1
HSP90AB1,1.0,0.23039,0.35,2.7803,1,0
HSP90AA1,1.0,0.2382,0.362,2.7837,1,0
HSF5,1.0,0.12151,0.255,2.1972,1,1
HOMER1,1.0,0.058787,0.185,3.1878,1,1
HNRNPUL2,1.0,0.28352,0.391,0.0248,1,0
HNRNPUL1,1.0,0.12336,0.2,3.6144,1,1
HNRNPU,1.0,0.042887,0.111,3.5117,1,1
HNRNPR,1.0,0.04098,0.129,4.0518,1,1
HNRNPL,1.0,0.021728,0.103,4.3057,1,1
HNRNPH1,1.0,0.035991,0.113,4.837,1,1
HNRNPA3,1.0,0.051486,0.162,4.2282,1,1
HNRNPA2B1,1.0,0.022857,0.108,3.7909,1,1
HNF1B,1.0,0.13261,0.239,2.0791,1,1
HMGCS1,1.0,0.055832,0.176,4.1317,1,1
HK1,1.0,0.27897,0.387,5.1677,1,0
HIVEP3,1.0,0.3312,0.417,2.4535,1,0
HIVEP2,1.0,0.071875,0.114,3.8277,1,1
HIVEP1,1.0,0.16722,0.231,1.5826,1,1
HIRA,1.0,0.1062,0.176,4.7666,1,1
HIPK2,1.0,0.23846,0.333,3.1629,1,1
HIPK1,1.0,0.25935,0.356,3.5872,1,0
HIC2,1.0,0.064602,0.203,1.5104,1,1
HHIP,1.0,0.1726,0.293,1.1625,1,1
HEXIM1,1.0,0.031252,0.148,1.9377,1,1
HERC4,1.0,0.20319,0.329,4.6381,1,1
HERC2,1.0,0.20322,0.243,7.8352,1,1
HERC1,1.0,0.28555,0.33,5.2959,1,1
HELZ,1.0,0.10802,0.16,4.3792,1,1
HECW1,1.0,0.33226,0.423,3.0511,1,0
HECTD4,1.0,0.24726,0.292,8.633,1,1
HECTD1,1.0,0.20952,0.265,6.4339,1,1
HEATR1,1.0,0.24598,0.312,1.2455,1,1
ARMC8,1.0,0.19594,0.317,3.0345,1,1
HDLBP,1.0,0.2,0.283,5.1351,1,1
HDAC9,1.0,0.27769,0.377,1.4838,1,0
HDAC7,1.0,0.24609,0.344,2.0121,1,1
HDAC5,1.0,0.18982,0.271,3.875,1,1
HDAC4,1.0,0.12644,0.192,3.7634,1,1
HCN1,1.0,0.20663,0.329,3.2532,1,1
HCFC2,1.0,0.15209,0.258,4.145,1,1
GTF3C2,1.0,0.12188,0.22,2.5391,1,1
GTF3C1,1.0,0.27244,0.356,3.4934,1,0
GTF2IRD1,1.0,0.20087,0.309,3.8988,1,1
ARPC1A,1.0,0.17178,0.31,3.436,1,1
ARNTL,1.0,0.14732,0.25,3.6392,1,1
ARNT,1.0,0.28419,0.387,2.9885,1,0
GSE1,1.0,0.24497,0.356,-5.4823,1,0
GRK2,1.0,0.19737,0.29,4.1811,1,1
