Disease,OMIMID,PhenotypeClass
hypomyelination with brainstem and spinal cord involvement and leg spasticity,OMIM:615281,3
"hypomyelination, global cerebral",OMIM:612949,3
"hypoparathyroidism, autosomal dominant",OMIM:146200,3
"hypoparathyroidism, autosomal recessive",OMIM:146200,3
"hypoparathyroidism, familial isolated",OMIM:146200,3
"hypoparathyroidism, sensorineural deafness, and renal dysplasia",OMIM:146255,3
"hypoparathyroidism, x-linked",OMIM:307700,2
hypophosphatemic rickets and hyperparathyroidism,OMIM:612089,2
hypophosphatemic rickets with hypercalciuria,OMIM:241530,3
"hypophosphatemic rickets, ar",OMIM:241520,3
"hypophosphatemic rickets, x-linked dominant",OMIM:307800,3
"hypoproteinemia, hypercatabolic",OMIM:241600,3
"hypospadias 2, x-linked",OMIM:300758,3
"hypospadias 3, autosomal",OMIM:146450,2
"hypothryoidism, congenital, nongoitrous 4",OMIM:275100,3
"hypothyroidism, central, and testicular enlargement",OMIM:300888,3
"hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia",OMIM:218700,3
"hypothyroidism, congenital, nongoitrous, 3",OMIM:609893,2
"hypothyroidism, congenital, nongoitrous, 6",OMIM:614450,3
hypotonia-cystinuria syndrome,OMIM:606407,4
hypotrichosis 1,OMIM:605389,3
hypotrichosis 11,OMIM:615059,3
hypotrichosis 12,OMIM:615885,3
alopecia universalis,OMIM:203655,3
atrichia with papular lesions,OMIM:209500,3
hypotrichosis 4,OMIM:146550,3
hypotrichosis 6,OMIM:607903,3
hypotrichosis 9,OMIM:614237,2
"ectodermal dysplasia, ectrodactyly, and macular dystrophy",OMIM:225280,3
"hypotrichosis, congenital, with juvenile macular dystrophy",OMIM:601553,3
hypotrichosis-lymphedema-telangiectasia syndrome,OMIM:607823,3
"hypouricemia, renal",OMIM:220150,3
ichthyosis bullosa of siemens,OMIM:146800,3
ichthyosis prematurity syndrome,OMIM:608649,3
"ichthyosis, congenital, autosomal recessive 10",OMIM:615024,3
"ichthyosis, congenital, autosomal recessive 11",OMIM:602400,3
"ichthyosis, congenital, autosomal recessive 2",OMIM:242100,3
"ichthyosis, congenital, autosomal recessive 3",OMIM:606545,3
"ichthyosis, congenital, autosomal recessive 5",OMIM:604777,3
"ichthyosis, congenital, autosomal recessive 6",OMIM:612281,3
"ichthyosis, congenital, autosomal recessive 7",OMIM:615022,3
"ichthyosis, congenital, autosomal recessive 8",OMIM:613943,3
"ichthyosis, congenital, autosomal recessive 9",OMIM:615023,3
"ichthyosis, congenital, autosomal recessive 1",OMIM:242300,3
"ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis",OMIM:607626,3
"ichthyosis, x-linked",OMIM:308100,3
"iga nephropathy, susceptibility to, 1",OMIM:161950,2
"igg2 deficiency, selective",-666,3
hartnup disorder,OMIM:234500,3
hyperglycinuria,OMIM:138500,3
"iminoglycinuria, digenic",OMIM:242600,3
immunodeficiency 12,OMIM:615468,3
immunodeficiency 14,OMIM:615513,3
immunodeficiency 15,OMIM:615592,3
"immunodeficiency 16, with or without neurologic abnormalities",OMIM:615966,3
"immunodeficiency 17, cd3 gamma deficient",OMIM:615607,3
immunodeficiency 18,OMIM:615615,3
"immunodeficiency 18, scid variant",OMIM:615615,3
immunodeficiency 19,OMIM:615617,3
immunodeficiency 20,OMIM:615707,3
immunodeficiency 23,OMIM:615816,3
immunodeficiency 24,OMIM:615897,3
"immunodeficiency 28, mycobacteriosis",OMIM:614889,3
"immunodeficiency 32a, mycobacteriosis, autosomal dominant",OMIM:614893,3
"immunodeficiency 32b, monocyte and dendritic cell deficiency, autosomal recessive",OMIM:614894,3
"chronic granulomatous disease, x-linked",OMIM:306400,3
"immunodeficiency 34, mycobacteriosis, x-linked",OMIM:300645,3
immunodeficiency 35,OMIM:611521,3
immunodeficiency 38,OMIM:616126,3
"immunodeficiency 7, tcr-alpha/beta deficient",OMIM:615387,3
immunodeficiency 8,OMIM:615401,3
immunodeficiency due to defect in mapbp-interacting protein,OMIM:610798,3
immunodeficiency due to ficolin 3 deficiency,OMIM:613860,3
immunodeficiency due to purine nucleoside phosphorylase deficiency,OMIM:613179,3
"immunodeficiency with hyper igm, type 5",OMIM:608106,3
"immunodeficiency with hyper-igm, type 2",OMIM:605258,3
"immunodeficiency with hyper-igm, type 3",OMIM:606843,3
"immunodeficiency, common variable, 1",OMIM:607594,3
"immunodeficiency, common variable, 10",OMIM:615577,3
"immunodeficiency, common variable, 3",OMIM:613493,3
"immunodeficiency, common variable, 4",OMIM:613494,3
"immunodeficiency, common variable, 5",OMIM:613495,3
"immunodeficiency, common variable, 6",OMIM:613496,3
"immunodeficiency, common variable, 8, with autoimmunity",OMIM:614700,3
"[ige, elevated level of]",OMIM:147050,3
"immunodeficiency, primary, autosomal recessive, il21r-related",OMIM:615207,3
"immunodeficiency, x-linked, with hyper-igm",OMIM:308230,3
"immunodeficiency, x-linked, with magnesium defect, epstein-barr virus infection and neoplasia",OMIM:300853,3
immunodeficiency-centromeric instability-facial anomalies syndrome 1,OMIM:242860,3
immunodeficiency-centromeric instability-facial anomalies syndrome-2,OMIM:614069,3
immunoglobulin a deficiency,-666,2
"immunodeficiency, common variable, 2",OMIM:240500,3
immunoglobulin a deficiency 2,OMIM:609529,3
"amyotrophic lateral sclerosis 14, with or without frontotemporal dementia",OMIM:613954,3
inclusion body myopathy with early-onset paget disease and frontotemporal dementia 1,OMIM:167320,3
inclusion body myopathy-3,OMIM:605637,3
infantile cerebellar-retinal degeneration,OMIM:614559,3
"infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovasuclar malformations",OMIM:613759,3
"inflammatory bowel disease 28, early onset, autosomal recessive",OMIM:613148,3
"insulin-like growth factor i, resistance to",OMIM:270450,3
insulinoma,-666,1
"interferon, alpha, deficiency",-666,1
"interstitial lung disease, nephrotic syndrome, and epidermolysis bullosa, congenital",OMIM:614748,3
"interstitial nephritis, karyomegalic",OMIM:614817,3
"intestinal atresia, multiple",OMIM:243150,3
intrinsic factor deficiency,OMIM:261000,3
"ectodermal dysplasia, hypohidrotic, with immune deficiency",OMIM:300291,3
"incontinentia pigmenti, type ii",OMIM:308300,3
"invasive pneumococcal disease, recurrent isolated, 2",OMIM:300640,3
"ectodermal, dysplasia, anhidrotic, lymphedema and immunodeficiency",OMIM:300301,3
immunodeficiency 33,OMIM:300636,3
"immunodeficiency, isolated",OMIM:300584,3
"invasive pneumococcal disease, recurrent isolated, 1",OMIM:610799,3
irak4 deficiency,OMIM:607676,3
iron-refractory iron deficiency anemia,OMIM:206200,3
isobutyryl-coa dehydrogenase deficiency,OMIM:611283,3
isovaleric acidemia,OMIM:243500,3
duane-radial ray syndrome,OMIM:607323,3
ivic syndrome,OMIM:147750,3
jacobsen syndrome,OMIM:147791,4
jalili syndrome,OMIM:217080,3
johanson-blizzard syndrome,OMIM:243800,3
acrocallosal syndrome,OMIM:200990,3
hydrolethalus syndrome 2,OMIM:614120,3
joubert syndrome 12,OMIM:200990,3
joubert syndrome 13,OMIM:614173,3
joubert syndrome 14,OMIM:614424,3
joubert syndrome 15,OMIM:614464,3
joubert syndrome 16,OMIM:614465,3
joubert syndrome 21,OMIM:615636,3
joubert syndrome 8,OMIM:612291,3
joubert syndrome-3,OMIM:608629,3
kabuki syndrome 1,OMIM:147920,3
kabuki syndrome 2,OMIM:300867,3
"congenital disorder of glycosylation, type iq",OMIM:612379,3
kahrizi syndrome,OMIM:612713,3
kbg syndrome,OMIM:148050,3
gracile bone dysplasia,OMIM:602361,3
"kenny-caffey syndrome, type 2",OMIM:127000,3
hypoparathyroidism-retardation-dysmorphism syndrome,OMIM:241410,3
kenny-caffey syndrome-1,OMIM:244460,3
keratoconus 2,OMIM:608932,2
keratoconus 3,OMIM:608586,2
keratoconus 4,OMIM:609271,2
keratoconus 5,OMIM:614622,2
keratoconus 6,OMIM:614623,2
keratoconus 7,OMIM:614629,2
keratoconus 8,OMIM:614628,2
"keratoderma, palmoplantar, punctate type ia",OMIM:148600,3
"keratoderma, palmoplantar, punctate type ib",-666,2
keratolytic winter erythema,OMIM:148370,2
keratosis follicularis spinulosa decalvans,OMIM:308800,3
"?olmsted syndrome, x-linked",OMIM:300918,3
ifap syndrome with or without bresheck syndrome,OMIM:308205,3
"keratosis follicularis spinulosa decalvans, x-linked",OMIM:308800,3
keratosis linearis with ichthyosis congenita and sclerosing keratoderma,OMIM:601952,3
"erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper ige",OMIM:615508,3
"keratosis palmoplantaris striata i, ad",OMIM:148700,3
keutel syndrome,OMIM:245150,3
kindler syndrome,OMIM:173650,3
kleefstra syndrome,OMIM:610253,3
klippel-feil syndrome 2,OMIM:214300,3
klippel-trenaunay-weber syndrome,OMIM:149000,2
"knobloch syndrome, type 1",OMIM:267750,3
kohlschutter-tonz syndrome,OMIM:226750,3
kondoh syndrome,-666,2
koolen-de vries syndrome,OMIM:610443,3
"growth hormone deficiency, isolated, type ia",OMIM:262400,3
"growth hormone deficiency, isolated, type ii",OMIM:173100,3
kowarski syndrome,OMIM:262650,3
"growth hormone deficiency, isolated, type ib",OMIM:612781,3
krabbe disease,OMIM:245200,3
kyphoscoliosis 1,OMIM:610170,2
l-2-hydroxyglutaric aciduria,OMIM:236792,3
"lactase deficiency, congenital",OMIM:223000,3
lactase persistence/nonpersistence,OMIM:223100,3
lactate dehydrogenase-b deficiency,OMIM:614128,3
lacticacidemia due to pdx1 deficiency,OMIM:245349,3
argininosuccinic aciduria,OMIM:207900,3
cryptorchidism,OMIM:219050,3
larsen-like syndrome,OMIM:608545,2
epidermolysis bullosa of hands and feet,OMIM:131800,3
"epidermolysis bullosa, junctional, with pyloric atresia",OMIM:226730,3
"epidermolysis bullosa, junctional, non-herlitz type",OMIM:226650,3
"epidermolysis bullosa, generalized atrophic benign",OMIM:226650,3
laryngoonychocutaneous syndrome,OMIM:245660,3
"epidermolysis bullosa, junctional, herlitz type",OMIM:226700,3
lathosterolosis,OMIM:607330,3
"hypercholesterolemia, familial",OMIM:143890,3
ldl cholesterol level qtl2,OMIM:143890,3
"cone-rod dystrophy 6, 60177",-666,3
leber congenital amaurosis 1,OMIM:204000,3
leber congenital amaurosis 12,OMIM:610612,3
leber congenital amaurosis 13,OMIM:612712,3
cone-rod retinal dystrophy-2,OMIM:120970,3
leber congenital amaurosis 7,OMIM:613829,3
leber congenital amaurosis 9,OMIM:608553,3
"left ventricular noncompaction 1, with or without congenital heart defects",OMIM:604169,3
"cardiomyopathy, dilated, 1mm",OMIM:615396,3
"cardiomyopathy, familial hypertrophic, 4",OMIM:115197,3
left ventricular noncompaction 10,OMIM:615396,3
left ventricular noncompaction 2,OMIM:609470,2
atrial septal defect 5,OMIM:612794,3
"cardiomyopathy, familial hypertrophic, 11",OMIM:612098,3
left ventricular noncompaction 4,OMIM:613424,3
"cardiomyopathy, dilated, 1r",OMIM:613424,3
"cardiomyopathy, dilated, 1d",OMIM:601494,3
"cardiomyopathy, familial restrictive, 3",OMIM:612422,3
left ventricular noncompaction 6,OMIM:601494,3
"cardiomyopathy, familial hypertrophic, 2",OMIM:115195,3
left ventricular noncompaction 7,OMIM:615092,3
"cardiomyopathy, dilated, 1ll",OMIM:615373,3
left ventricular noncompaction 8,OMIM:615373,3
"cardiomyopathy, dilated, 1y",OMIM:611878,3
"cardiomyopathy, familial hypertrophic, 3",OMIM:115196,3
left ventricular noncompaction 9,OMIM:611878,3
legius syndrome,OMIM:611431,3
"cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 2",OMIM:615119,3
leigh syndrome due to cytochrome c oxidase deficiency,OMIM:256000,3
leigh syndrome due to mitochondrial complex 1 deficiency,OMIM:256000,3
"leigh syndrome, due to cox deficiency",OMIM:256000,3
"leigh syndrome, french-canadian type",OMIM:220111,3
"leiomyoma, uterine, somatic",OMIM:150699,2
fumarase deficiency,OMIM:606812,3
leiomyomatosis and renal cell cancer,OMIM:150800,3
lenz-majewski hyperostotic dwarfism,OMIM:151050,3
leri pleonosteosis chromosome duplication syndrome,-666,4
hprt-related gout,OMIM:300323,3
lesch-nyhan syndrome,OMIM:300322,3
lethal congenital contractural syndrome 2,OMIM:607598,3
lethal congenital contractural syndrome 3,OMIM:611369,3
"arthrogryposis, lethal, with anterior horn cell disease",OMIM:611890,3
lethal congenital contracture syndrome 1,OMIM:253310,3
"arthrogryposis, distal, type 1b",OMIM:614335,3
lethal congenital contracture syndrome 4,OMIM:614915,3
"leukemia, acute myeloblastic",-666,3
"leukemia, acute myeloid, with eosinophilia",-666,1
"leukemia, acute myelomonocytic",-666,3
"leukemia, acute nonlymphocytic",-666,2
"leukemia, acute pre-b-cell",-666,2
"leukemia, acute promyelocytic",OMIM:612376,1
"leukemia, acute promyelocytic, numa/rara type",-666,3
"leukemia, acute promyelocytic, pml/rara type",-666,3
growth hormone insensitivity with immunodeficiency,OMIM:245590,3
"leukemia, acute promyelocytic, stat5b/rara type",-666,3
"leukemia, acute t-cell",-666,2
"?leukemia, acute myeloid",OMIM:601626,3
"leukemia, acute myeloid, somatic",OMIM:601626,3
"leukemia, acute lymphocytic",OMIM:613065,3
"leukemia, chronic myeloid",OMIM:608232,3
"leukemia, philadelphia chromosome-positive, resistant to imatinib",-666,3
"leukemia, t-cell acute lymphoblastoid",-666,2
"leukemia, transient, of down syndrome",-666,2
"leukemia-1, t-cell acute lymphocytic",-666,3
"leukemia-2, t-cell acute lymphoblastic",-666,3
"leukemia/lymphoma, b-cell, 2",-666,3
"leukemia/lymphoma, b-cell, 3",-666,2
"leukemia/lymphoma, t-cell",-666,2
leukocyte adhesion deficiency,OMIM:116920,3
"leukocyte adhesion deficiency, type iii",OMIM:612840,3
"leukodystrophy, adult-onset, autosomal dominant",OMIM:169500,3
"leukodystrophy, hypomyelinating, 3",OMIM:260600,3
"leukodystrophy, hypomyelinating, 5",OMIM:610532,3
"dystonia 4, torsion, autosomal dominant",OMIM:128101,3
"leukodystrophy, hypomyelinating, 6",OMIM:612438,3
"leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism",OMIM:607694,3
"leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism",OMIM:614381,3
"leukodystrophy, hypomyelinating, 9",OMIM:616140,3
leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation,OMIM:611105,3
leukoencephalopathy with dystonia and motor neuropathy,OMIM:613724,3
leukoencephalopathy with metaphyseal chondrodysplasia,OMIM:300660,2
"leukoencephalopathy, cystic, without megalencephaly",OMIM:612951,3
"leukoencephalopathy, diffuse hereditary, with spheroids",OMIM:221820,3
combined oxidative phosphorylation deficiency 8,OMIM:614096,3
"leukoencephalopathy, progressive, with ovarian failure",OMIM:615889,3
leukotriene c4 synthase deficiency,OMIM:614037,1
levy-shanske syndrome,-666,4
li-fraumeni syndrome 3,OMIM:609266,2
"clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly",OMIM:119800,3
liebenberg syndrome,OMIM:186550,4
"limb-girdle muscular dystrophy, type 1g",OMIM:609115,3
"lipase deficiency, combined",OMIM:246650,3
"lipodystrophy, congenital generalized, type 1",OMIM:608594,3
"lipodystrophy, congenital generalized, type 4",OMIM:613327,3
"lipodystrophy, familial partial, type 4",OMIM:613877,3
lipoid adrenal hyperplasia,OMIM:201710,3
[high density lipoprotein cholesterol level qtl 11],-666,3
"combined hyperlipidemia, familial",OMIM:144250,3
lipoprotein lipase deficiency,OMIM:238600,3
liposarcoma,-666,1
lissencephaly 2 (norman-roberts type),OMIM:257320,3
lissencephaly 3,OMIM:611603,3
?microhydranencephaly,OMIM:605013,3
lissencephaly 4 (with microcephaly),OMIM:614019,3
lissencephaly 5,OMIM:615191,3
"colorectal cancer, hereditary nonpolyposis, type 6",OMIM:614331,3
"esophageal cancer, somatic",OMIM:133239,3
"loeys-dietz syndrome, type 2",OMIM:610168,3
"loeys-dietz syndrome, type 3",OMIM:613795,3
"loeys-dietz syndrome, type 4",OMIM:614816,3
long qt syndrome 12,OMIM:612955,3
"hyperaldosteronism, familial, type iii",OMIM:613677,3
long qt syndrome 13,OMIM:613485,3
"cardiac arrhythmia, ankyrin-b-related",OMIM:600919,3
long qt syndrome 4,OMIM:600919,3
jervell and lange-nielsen syndrome 2,OMIM:612347,3
long qt syndrome 5,OMIM:613695,3
"atrial fibrillation, familial, 4",OMIM:611493,3
long qt syndrome 6,OMIM:613693,3
"atrial fibrillation, familial, 17",OMIM:611819,3
long qt syndrome-10,OMIM:611819,3
long qt syndrome-11,OMIM:611820,3
dent disease 2,OMIM:300555,3
lowe syndrome,OMIM:309000,3
esophageal cancer,OMIM:133239,1
lung cancer,OMIM:211980,1
brody myopathy,OMIM:601003,3
"lymphedema, hereditary, ib",OMIM:611944,2
"lymphedema, hereditary, id",OMIM:615907,3
lymphedema-distichiasis syndrome,OMIM:153400,3
lymphedema-distichiasis syndrome with renal disease and diabetes mellitus,OMIM:153400,3
"lymphocytic leukemia, acute t-cell",-666,3
"lymphoma, b-cell",-666,2
"hemophagocytic lymphohistiocytosis, familial, 2",OMIM:603553,3
"lymphoma, non-hodgkin",OMIM:605027,3
"lymphoma/leukemia, b-cell, variant",-666,1
lymphoproliferative syndrome 1,OMIM:613011,3
lymphoproliferative syndrome 2,OMIM:615122,3
"lymphoproliferative syndrome, x-linked, 1",OMIM:308240,3
"lymphoproliferative syndrome, x-linked, 2",OMIM:300635,3
lysinuric protein intolerance,OMIM:222700,3
lysyl hydroxylase 3 deficiency,OMIM:612394,3
machado-joseph disease,OMIM:109150,3
macrocephaly with multiple epiphyseal dysplasia and distinctive facies,OMIM:607131,2
"macrocephaly, alopecia, cutis laxa, and scoliosis",OMIM:613075,3
"macrocephaly, macrosomia, facial dysmorphism syndrome",OMIM:614192,3
"macrocephaly/megalencephaly syndrome, autosomal recessive",OMIM:248000,3
"macrocytic anemia, refractory, due to 5q deletion, somatic",OMIM:153550,3
macrostomia,-666,2
"macrothrombocytopenia, autosomal dominant, tubb1-related",OMIM:613112,3
macular corneal dystrophy,OMIM:217800,3
cerebral amyloid angiopathy,OMIM:105150,3
"macular degeneration, age-related, 11",OMIM:611953,3
c9 deficiency,OMIM:613825,3
"macular degeneration, age-related, 15, suscepbitility to",OMIM:615591,3
"cutis laxa, autosomal dominant 2",OMIM:614434,3
"cutis laxa, autosomal recessive, type ia",OMIM:219100,3
"macular degeneration, age-related, 3",OMIM:608895,3
cone-rod dystrophy 11,OMIM:610381,3
"macular degeneration, age-related, 6",OMIM:613757,3
"contractural arachnodactyly, congenital",OMIM:121050,3
"macular degeneration, early-onset",OMIM:616118,3
achromatopsia-3,OMIM:262300,3
"macular degeneration, juvenile",OMIM:248200,3
"ceroid lipofuscinosis, neuronal, 7",OMIM:610951,3
macular dystrophy with central cone involvement,OMIM:616170,3
"macular dystrophy, north carolina type",-666,2
"macular dystrophy, retinal, 3",OMIM:608850,2
"macular dystrophy, vitelliform, 4",OMIM:616151,3
majeed syndrome,OMIM:609628,3
major affective disorder 4,OMIM:611247,2
major depressive disorder 1,OMIM:608516,2
major depressive disorder 2,OMIM:608516,2
male germ cell tumor,-666,2
malignant fibrous histiocytoma,-666,2
