orpha_code,disease_name,disorder_type,gene_symbol,gene_name,gene_locus,association_type,omim_gene,hgnc,ensembl
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX14,cytochrome c oxidase assembly factor COX14,12q13.12,Disease-causing germline mutation(s) in,614478,28216,ENSG00000178449
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX16,cytochrome c oxidase assembly factor COX16,14q24.2,Disease-causing germline mutation(s) in,618064,20213,ENSG00000133983
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX4I1,cytochrome c oxidase subunit 4I1,16q24.1,Disease-causing germline mutation(s) in,123864,2265,ENSG00000131143
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX20,cytochrome c oxidase assembly factor COX20,1q44,Disease-causing germline mutation(s) in,614698,26970,ENSG00000203667
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COA3,cytochrome c oxidase assembly factor 3,17q21.2,Disease-causing germline mutation(s) in,614775,24990,ENSG00000183978
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX8A,cytochrome c oxidase subunit 8A,11q13.1,Disease-causing germline mutation(s) (loss of function) in,123870,2294,ENSG00000176340
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX6A2,cytochrome c oxidase subunit 6A2,16p11.2,Disease-causing germline mutation(s) in,602009,2279,ENSG00000156885
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,PET117,PET117 cytochrome c oxidase chaperone,20p11.23,Disease-causing germline mutation(s) in,614771,40045,ENSG00000232838
ORPHA:254905,Isolated cytochrome C oxidase deficiency,Disease,COX5A,cytochrome c oxidase subunit 5A,15q24.2,Disease-causing germline mutation(s) (loss of function) in,603773,2267,ENSG00000178741
ORPHA:254902,Renal tubulopathy-encephalopathy-liver failure syndrome,Disease,BCS1L,BCS1 ubiquinol-cytochrome c reductase complex chaperone,2q35,Disease-causing germline mutation(s) in,603647,1020,ENSG00000074582
ORPHA:254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,Disease,PDSS1,decaprenyl diphosphate synthase subunit 1,10p12.1,Disease-causing germline mutation(s) in,607429,17759,ENSG00000148459
ORPHA:254892,Autosomal dominant progressive external ophthalmoplegia,Disease,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1,Disease-causing germline mutation(s) in,174763,9179,ENSG00000140521
ORPHA:254892,Autosomal dominant progressive external ophthalmoplegia,Disease,POLG2,"DNA polymerase gamma 2, accessory subunit",17q23.3,Disease-causing germline mutation(s) in,604983,9180,ENSG00000256525
ORPHA:254892,Autosomal dominant progressive external ophthalmoplegia,Disease,SLC25A4,solute carrier family 25 member 4,4q35.1,Disease-causing germline mutation(s) in,103220,10990,ENSG00000151729
ORPHA:254892,Autosomal dominant progressive external ophthalmoplegia,Disease,TWNK,twinkle mtDNA helicase,10q24.31,Disease-causing germline mutation(s) in,606075,1160,ENSG00000107815
ORPHA:254892,Autosomal dominant progressive external ophthalmoplegia,Disease,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,8q22.3,Disease-causing germline mutation(s) in,604712,17296,ENSG00000048392
ORPHA:2712,Oculofaciocardiodental syndrome,Malformation syndrome,BCOR,BCL6 corepressor,Xp11.4,Disease-causing germline mutation(s) in,300485,20893,ENSG00000183337
ORPHA:2717,Oculotrichoanal syndrome,Malformation syndrome,FREM1,FRAS1 related extracellular matrix 1,9p22.3,Disease-causing germline mutation(s) (loss of function) in,608944,23399,ENSG00000164946
ORPHA:2704,Urofacial syndrome,Malformation syndrome,HPSE2,heparanase 2 (inactive),10q24.2,Disease-causing germline mutation(s) in,613469,18374,ENSG00000172987
ORPHA:2704,Urofacial syndrome,Malformation syndrome,LRIG2,leucine rich repeats and immunoglobulin like domains 2,1p13.2,Disease-causing germline mutation(s) in,608869,20889,ENSG00000198799
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,mitochondria,Disease-causing germline mutation(s) in,516060,7414,ENSG00000198899
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,mitochondria,Disease-causing germline mutation(s) in,516000,7455,ENSG00000198888
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,mitochondria,Disease-causing germline mutation(s) in,516001,7456,ENSG00000198763
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,mitochondria,Disease-causing germline mutation(s) in,516002,7458,ENSG00000198840
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,mitochondria,Disease-causing germline mutation(s) in,516003,7459,ENSG00000198886
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,mitochondria,Disease-causing germline mutation(s) in,516005,7461,ENSG00000198786
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,mitochondria,Disease-causing germline mutation(s) in,516006,7462,ENSG00000198695
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1,mitochondria,Disease-causing germline mutation(s) in,590050,7490,ENSG00000209082
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-TK,mitochondrially encoded tRNA-Lys (AAA/G),mitochondria,Disease-causing germline mutation(s) in,590060,7489,ENSG00000210156
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-TW,mitochondrially encoded tRNA-Trp (UGA/G),mitochondria,Disease-causing germline mutation(s) in,590095,7501,ENSG00000210117
ORPHA:255210,Mitochondrial DNA-associated Leigh syndrome,Disease,MT-TV,mitochondrially encoded tRNA-Val (GUN),mitochondria,Disease-causing germline mutation(s) in,590105,7500,ENSG00000210077
ORPHA:255229,Navajo neurohepatopathy,Disease,MPV17,mitochondrial inner membrane protein MPV17,2p23.3,Disease-causing germline mutation(s) in,137960,7224,ENSG00000115204
ORPHA:2707,"Oculocerebrofacial syndrome, Kaufman type",Malformation syndrome,UBE3B,ubiquitin protein ligase E3B,12q24.11,Disease-causing germline mutation(s) (loss of function) in,608047,13478,ENSG00000151148
ORPHA:255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",Disease,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,8q22.3,Disease-causing germline mutation(s) in,604712,17296,ENSG00000048392
ORPHA:2710,Oculodentodigital dysplasia,Malformation syndrome,GJA1,gap junction protein alpha 1,6q22.31,Disease-causing germline mutation(s) in,121014,4274,ENSG00000152661
ORPHA:2721,Odonto-onycho-dermal dysplasia,Disease,WNT10A,Wnt family member 10A,2q35,Disease-causing germline mutation(s) in,606268,13829,ENSG00000135925
ORPHA:260305,Autosomal recessive sideroblastic anemia,Disease,SLC25A38,solute carrier family 25 member 38,3p22.1,Disease-causing germline mutation(s) in,610819,26054,ENSG00000144659
ORPHA:260305,Autosomal recessive sideroblastic anemia,Disease,HSPA9,heat shock protein family A (Hsp70) member 9,5q31.2,Disease-causing germline mutation(s) (loss of function) in,600548,5244,ENSG00000113013
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,FAM149B1,family with sequence similarity 149 member B1,10q22.2,Disease-causing germline mutation(s) in,618413,29162,ENSG00000138286
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,OFD1,OFD1 centriole and centriolar satellite protein,Xp22.2,Disease-causing germline mutation(s) in,300170,2567,ENSG00000046651
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,TMEM216,transmembrane protein 216,11q13.1,Disease-causing germline mutation(s) in,613277,25018,ENSG00000187049
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,KIF7,kinesin family member 7,15q26.1,Disease-causing germline mutation(s) in,611254,30497,ENSG00000166813
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1,5p13.2,Disease-causing germline mutation(s) in,614571,25801,ENSG00000197603
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,TCTN3,tectonic family member 3,10q24.1,Disease-causing germline mutation(s) in,613847,24519,ENSG00000119977
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,PDE6D,phosphodiesterase 6D,2q37.1,Disease-causing germline mutation(s) (loss of function) in,602676,8788,ENSG00000156973
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,TMEM231,transmembrane protein 231,16q23.1,Disease-causing germline mutation(s) in,614949,37234,ENSG00000205084
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",9p21.1,Disease-causing germline mutation(s) in,609507,21653,ENSG00000197579
ORPHA:2754,Orofaciodigital syndrome type 6,Malformation syndrome,KIAA0753,KIAA0753,17p13.1,Disease-causing germline mutation(s) in,617112,29110,ENSG00000198920
ORPHA:2753,Orofaciodigital syndrome type 4,Malformation syndrome,TCTN3,tectonic family member 3,10q24.1,Disease-causing germline mutation(s) in,613847,24519,ENSG00000119977
ORPHA:2751,Orofaciodigital syndrome type 2,Malformation syndrome,NEK1,NIMA related kinase 1,4q33,Disease-causing germline mutation(s) in,604588,7744,ENSG00000137601
ORPHA:252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,Histopathological subtype,SH3PXD2A,SH3 and PX domains 2A,10q24.33,Part of a fusion gene in,619455,23664,ENSG00000107957
ORPHA:252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,Histopathological subtype,HTRA1,HtrA serine peptidase 1,10q26.13,Part of a fusion gene in,602194,9476,ENSG00000166033
ORPHA:2750,Orofaciodigital syndrome type 1,Malformation syndrome,OFD1,OFD1 centriole and centriolar satellite protein,Xp22.2,Disease-causing germline mutation(s) (loss of function) in,300170,2567,ENSG00000046651
ORPHA:661,Congenital central hypoventilation syndrome,Disease,LBX1,ladybird homeobox 1,10q24.32,Disease-causing germline mutation(s) in,604255,16960,ENSG00000138136
ORPHA:661,Congenital central hypoventilation syndrome,Disease,PHOX2B,paired like homeobox 2B,4p13,Disease-causing germline mutation(s) in,603851,9143,ENSG00000109132
ORPHA:661,Congenital central hypoventilation syndrome,Disease,EDN3,endothelin 3,20q13.32,Candidate gene tested in,131242,3178,ENSG00000124205
ORPHA:661,Congenital central hypoventilation syndrome,Disease,GDNF,glial cell derived neurotrophic factor,5p13.2,Candidate gene tested in,600837,4232,ENSG00000168621
ORPHA:661,Congenital central hypoventilation syndrome,Disease,MYO1H,myosin IH,12q24.11,Disease-causing germline mutation(s) in,614636,13879,ENSG00000174527
ORPHA:661,Congenital central hypoventilation syndrome,Disease,BDNF,brain derived neurotrophic factor,11p14.1,Candidate gene tested in,113505,1033,ENSG00000176697
ORPHA:254361,Plectin-related limb-girdle muscular dystrophy R17,Disease,PLEC,plectin,8q24.3,Disease-causing germline mutation(s) in,601282,9069,ENSG00000178209
ORPHA:2774,Multicentric carpo-tarsal osteolysis with or without nephropathy,Malformation syndrome,MAFB,MAF bZIP transcription factor B,20q12,Disease-causing germline mutation(s) in,608968,6408,ENSG00000204103
ORPHA:2770,Nasu-Hakola disease,Malformation syndrome,TREM2,triggering receptor expressed on myeloid cells 2,6p21.1,Disease-causing germline mutation(s) (loss of function) in,605086,17761,ENSG00000095970
ORPHA:2770,Nasu-Hakola disease,Malformation syndrome,TYROBP,transmembrane immune signaling adaptor TYROBP,19q13.12,Disease-causing germline mutation(s) (loss of function) in,604142,12449,ENSG00000011600
ORPHA:254343,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome,Disease,MTPAP,mitochondrial poly(A) polymerase,10p11.23,Disease-causing germline mutation(s) in,613669,25532,ENSG00000107951
ORPHA:254334,Autosomal recessive intermediate Charcot-Marie-Tooth disease type B,Disease,KARS1,lysyl-tRNA synthetase 1,16q23.1,Disease-causing germline mutation(s) in,601421,6215,ENSG00000065427
ORPHA:2762,Progressive osseous heteroplasia,Malformation syndrome,GNAS,GNAS complex locus,20q13.32,Disease-causing germline mutation(s) (loss of function) in,139320,4392,ENSG00000087460
ORPHA:252212,Malignant triton tumor,Histopathological subtype,SH3PXD2A,SH3 and PX domains 2A,10q24.33,Part of a fusion gene in,619455,23664,ENSG00000107957
ORPHA:252212,Malignant triton tumor,Histopathological subtype,HTRA1,HtrA serine peptidase 1,10q26.13,Part of a fusion gene in,602194,9476,ENSG00000166033
ORPHA:2763,Osteocraniostenosis,Malformation syndrome,FAM111A,FAM111 trypsin like peptidase A,11q12.1,Disease-causing germline mutation(s) in,615292,24725,ENSG00000166801
ORPHA:252206,Melanoma and neural system tumor syndrome,Disease,CDKN2A,cyclin dependent kinase inhibitor 2A,9p21.3,Candidate gene tested in,600160,1787,ENSG00000147889
ORPHA:252202,Constitutional mismatch repair deficiency syndrome,Disease,PMS2,"PMS1 homolog 2, mismatch repair system component",7p22.1,Disease-causing germline mutation(s) in,600259,9122,ENSG00000122512
ORPHA:252202,Constitutional mismatch repair deficiency syndrome,Disease,MLH1,mutL homolog 1,3p22.2,Disease-causing germline mutation(s) in,120436,7127,ENSG00000076242
ORPHA:252202,Constitutional mismatch repair deficiency syndrome,Disease,MSH2,mutS homolog 2,2p21-p16.3,Disease-causing germline mutation(s) in,609309,7325,ENSG00000095002
ORPHA:252202,Constitutional mismatch repair deficiency syndrome,Disease,MSH6,mutS homolog 6,2p16.3,Disease-causing germline mutation(s) in,600678,7329,ENSG00000116062
ORPHA:2792,Otofaciocervical syndrome,Malformation syndrome,EYA1,EYA transcriptional coactivator and phosphatase 1,8q13.3,Disease-causing germline mutation(s) in,601653,3519,ENSG00000104313
ORPHA:2792,Otofaciocervical syndrome,Malformation syndrome,PAX1,paired box 1,20p11.22,Disease-causing germline mutation(s) in,167411,8615,ENSG00000125813
ORPHA:254525,Temple syndrome due to paternal 14q32.2 microdeletion,Etiological subtype,MEG3,maternally expressed 3,14q32.2,Role in the phenotype of,605636,14575,ENSG00000214548
ORPHA:254525,Temple syndrome due to paternal 14q32.2 microdeletion,Etiological subtype,DLK1,delta like non-canonical Notch ligand 1,14q32.2,Role in the phenotype of,176290,2907,ENSG00000185559
ORPHA:254525,Temple syndrome due to paternal 14q32.2 microdeletion,Etiological subtype,RTL1,retrotransposon Gag like 1,14q32.2,Role in the phenotype of,611896,14665,ENSG00000254656
ORPHA:2796,Pachydermoperiostosis,Malformation syndrome,SLCO2A1,solute carrier organic anion transporter family member 2A1,3q22.1-q22.2,Disease-causing germline mutation(s) (loss of function) in,601460,10955,ENSG00000174640
ORPHA:2796,Pachydermoperiostosis,Malformation syndrome,HPGD,15-hydroxyprostaglandin dehydrogenase,4q34.1,Disease-causing germline mutation(s) in,601688,5154,ENSG00000164120
ORPHA:254528,Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion,Etiological subtype,RTL1,retrotransposon Gag like 1,14q32.2,Role in the phenotype of,611896,14665,ENSG00000254656
ORPHA:254528,Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion,Etiological subtype,MEG3,maternally expressed 3,14q32.2,Role in the phenotype of,605636,14575,ENSG00000214548
ORPHA:254528,Kagami-Ogata syndrome due to maternal 14q32.2 microdeletion,Etiological subtype,DLK1,delta like non-canonical Notch ligand 1,14q32.2,Role in the phenotype of,176290,2907,ENSG00000185559
ORPHA:2789,Lateral meningocele syndrome,Malformation syndrome,NOTCH3,notch receptor 3,19p13.12,Disease-causing germline mutation(s) (gain of function) in,600276,7883,ENSG00000074181
ORPHA:2788,Osteoporosis-pseudoglioma syndrome,Disease,LRP5,LDL receptor related protein 5,11q13.2,Disease-causing germline mutation(s) (loss of function) in,603506,6697,ENSG00000162337
ORPHA:2791,Otodental syndrome,Malformation syndrome,FGF3,fibroblast growth factor 3,11q13.3,Role in the phenotype of,164950,3681,ENSG00000186895
ORPHA:2790,"Endosteal hyperostosis, Worth type",Malformation syndrome,LRP5,LDL receptor related protein 5,11q13.2,Disease-causing germline mutation(s) in,603506,6697,ENSG00000162337
ORPHA:2783,Autosomal dominant osteopetrosis type 1,Malformation syndrome,LRP5,LDL receptor related protein 5,11q13.2,Disease-causing germline mutation(s) (gain of function) in,603506,6697,ENSG00000162337
ORPHA:2780,Osteopathia striata-cranial sclerosis syndrome,Malformation syndrome,AMER1,APC membrane recruitment protein 1,Xq11.2,Disease-causing germline mutation(s) in,300647,26837,ENSG00000184675
ORPHA:2780,Osteopathia striata-cranial sclerosis syndrome,Malformation syndrome,CTNNB1,catenin beta 1,3p22.1,Disease-causing germline mutation(s) (gain of function) in,116806,2514,ENSG00000168036
ORPHA:667,Autosomal recessive malignant osteopetrosis,Malformation syndrome,CLCN7,chloride voltage-gated channel 7,16p13.3,Disease-causing germline mutation(s) in,602727,2025,ENSG00000103249
ORPHA:667,Autosomal recessive malignant osteopetrosis,Malformation syndrome,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",11q13.2,Disease-causing germline mutation(s) (loss of function) in,604592,11647,ENSG00000110719
